"planet","house","ruler","ruler_house","bg","en"
"jupiter","10","jupiter","10","Работата ви расте от само себе си и ви дават повече, отколкото сте искали. Поверяват ви позиция, преди да сте я поискали. Тук вие решавате колко голямо да поемете и рядко казвате „стига“.","Your work grows by itself and you are handed more than you asked for. A position is entrusted to you before you request it. You decide here how big a thing to take on, and you rarely say enough."
"jupiter","10","sun","1","Носите името си като визитка и хората ви вярват от първата минута. Работата идва, защото изглеждате човек, който ще се справи. Само доказвайте го и след като са ви взели.","You carry your name like a calling card and people trust you from the first minute. The work comes because you look like somebody who will manage. Just go on proving it after they have hired you."
"jupiter","10","sun","2","Позицията ви расте с парите, които носи. Работите за нещо голямо, не за титла. Само не поемайте разход преди повишението.","Your position grows with the money it brings. You work for something large rather than for a title. Just do not take on the expense before the promotion."
"jupiter","10","sun","3","Обяснявате и убеждавате, и от това идва положението ви. Говорите пред хора без страх. Тук обещанието трябва да върви със срок.","You explain and convince, and your standing comes from that. You speak in public without fear. A promise here has to come with a date."
"jupiter","10","sun","4","Семейството ви е дало старт и вие го надграждате. Работите, за да има какво да оставите. Не спирайте до наследеното име.","The family gave you a start and you build on it. You work so there is something to leave behind. Do not stop at the inherited name."
"jupiter","10","sun","5","Показвате се пред публика и това ви носи работа. Талантът ви е видим и щедър. Само не поемайте сцена, която не можете да изнесете.","You show yourself to an audience and it brings you work. Your talent is visible and generous. Just do not take a stage you cannot carry."
"jupiter","10","sun","6","Растете с добре свършена работа и хората го виждат. Поемате повече и се справяте. Само не поемайте, докато не остане време за нищо.","You grow by work well done and people see it. You take on more and you manage. Just do not take on so much that no time is left for anything."
"jupiter","10","sun","7","Позицията ви идва през съюз и вие го уважавате. Партньорът ви вкарва в по-голяма игра. Внимавайте с обещанията пред него.","Your position comes through an alliance and you respect it. A partner brings you into a bigger game. Watch the promises you make to them."
"jupiter","10","sun","8","Работите с големи чужди средства и това ви расте. Дават ви доверие и вие го оправдавате. Едно нарушено доверие тук струва позицията.","You work with large sums belonging to others and it grows you. Trust is given and you justify it. One breach of trust here costs the position."
"jupiter","10","sun","9","Чуждото ви прави име — език, диплома, работа отвън. Мислите широко и това ви отличава. Само довършвайте започнатото.","The foreign makes your name — a language, a qualification, work from abroad. You think broadly and it sets you apart. Just finish what you start."
"jupiter","10","sun","10","Тук всичко е на място: растете открито и хората ви следват. Поемате отговорност и тя ви отива. Само не бъркайте мащаба с посоката.","Here everything sits in place: you grow in the open and people follow. You take responsibility and it suits you. Just do not mistake scale for direction."
"jupiter","10","sun","11","Кръгът ви издига и вие го дърпате нагоре. Един познат ви мести на друго ниво. Тук услугите се връщат, ако не ги броите.","Your circle lifts you and you pull it up. One acquaintance moves you to another level. Favours come back here as long as you do not count them."
"jupiter","10","sun","12","Работите зад кулисите на нещо голямо. Името ви идва по-късно и по обиколен път. Само не чакайте вечно да ви открият.","You work behind the scenes of something large. Your name arrives later and by a roundabout road. Just do not wait forever to be discovered."
"jupiter","10","moon","1","Настроението ви влиза в работата и хората го четат. Растете, когато сте добре, и спирате, когато не сте. Тук режимът пази кариерата.","Your mood gets into the work and people read it. You grow when you are well and stall when you are not. Routine protects the career here."
"jupiter","10","moon","2","Позицията ви трябва да носи сигурност, иначе не я искате. Растете, когато има запас. Само не отказвайте риск само от страх.","Your position has to bring security, otherwise you do not want it. You grow when there is a reserve. Just do not refuse a risk out of fear alone."
"jupiter","10","moon","3","Работата ви идва през разговори и препоръки. Един познат ви отваря врата. Тук е добре да поддържате връзките живи.","Your work comes through conversations and recommendations. One acquaintance opens a door. Keep the connections alive here."
"jupiter","10","moon","4","Работата и домът ви растат заедно и вие ги смесвате. Правите кариера за своите. Дайте им и време, не само резултат.","Work and home grow together and you mix them. You build the career for your own people. Give them time as well, not only results."
