"planet","house","ruler","ruler_house","bg","en"
"neptune","2","sun","1","Не знаете колко имате и не обичате да проверявате. Стойността ви е реална, а сметката ви е мъглива. Тук едно погледнато извлечение сваля половината тревога.","You do not know how much you have and you dislike checking. Your worth is real and your accounting is misty. One glance at a statement here removes half the worry."
"neptune","2","sun","2","Тук парите ви се движат, без да ги проследявате. Печелите от нещо, което не се описва лесно. Само сложете едно правило и се дръжте на него.","Here your money moves without your tracking it. You earn from something not easily described. Just set one rule and hold to it."
"neptune","2","sun","3","Говорите за пари неохотно и после съжалявате. Роднините не знаят с какво се занимавате. Кажете едно число и приключете темата.","You talk about money reluctantly and regret it afterwards. Your relatives do not know what you do. Give one figure and close the subject."
"neptune","2","sun","4","Влагате в дома по усещане, не по план. Уютът ви струва повече, отколкото сте мислили. Оставяйте резерва за неочакваното.","You put money into the home by feeling rather than by plan. Your comfort costs more than you thought. Keep a reserve for the unexpected."
"neptune","2","sun","5","Харчите за красиво и после не помните колко. Талантът ви носи, ако го обявите с цена. Поискайте я, вместо да чакате.","You spend on beauty and afterwards do not remember how much. Your talent pays once you put a price on it. Ask for it instead of waiting."
"neptune","2","sun","6","Работата ви носи мека сигурност, не голяма. Приходът зависи от това дали ви е добре. Тук режимът е и финансов инструмент.","Your work brings a soft security rather than a large one. The income depends on whether you are well. Routine here is a financial instrument too."
"neptune","2","sun","7","Парите ви минават през друг и вие му се доверявате изцяло. Партньорът внася реда. Тук едно ясно споразумение пази и двама ви.","Your money passes through somebody else and you trust them completely. The partner brings the order. One clear agreement here protects you both."
"neptune","2","sun","8","Влизат и излизат чужди пари и границата им е неясна. Дават ви, без да пишете. Тук документът е акт на грижа, не на недоверие.","Other people's money comes in and goes out and the boundary is unclear. They give without anything being written. A document here is an act of care, not of distrust."
"neptune","2","sun","9","Изкарвате от нещо далечно или неосезаемо. Знанието и красивото ви носят, ако ги пуснете навън. Само проверявайте условията отдалеч.","You earn from something distant or intangible. Knowledge and beauty pay you once you let them out. Just check the terms from afar."
"neptune","2","sun","10","Хората плащат за атмосферата, която създавате. Стойността ви е видима, но трудна за фактуриране. Направете списък и сложете цени.","People pay for the atmosphere you create. Your value is visible and hard to invoice. Make a list and put prices on it."
"neptune","2","sun","11","Приятели ви носят и разходи, и възможности. Помагате с пари и после не питате. Кажете сумата предварително.","Friends bring you both costs and openings. You help with money and then never ask about it. Name the amount beforehand."
"neptune","2","sun","12","Има разход, за който не разказвате, и той е за нещо важно. Тук е добре сметките да са наред, дори когато са лични.","There is spending you never talk about and it is for something that matters. Best here to keep the accounts straight even when they are private."
"neptune","2","moon","1","Тревогата ви за пари е неясна и постоянна. Не знаете колко ви трябва, за да сте спокойни. Едно записано число ви връща съня.","Your money worry is vague and constant. You do not know how much you need in order to be calm. One figure written down gives you your sleep back."
"neptune","2","moon","2","Тук сигурността ви е усещане, не сума. Пълният шкаф ви успокоява повече от банката. Само гледайте и двете да ги има.","Here your security is a feeling rather than a sum. A full cupboard calms you more than a bank does. Just make sure both exist."
"neptune","2","moon","3","Говорите за разходи, когато вече е станало напечено. Носите чужди тревоги за пари. Кажете своята рано.","You talk about spending when it has already got heated. You carry other people's money worries. Say your own early."
"neptune","2","moon","4","Домът ви е сигурността и вие плащате за нея, без да мерите. Вкъщи сте се научили да не питате за пари. Питайте сега.","Your home is the security and you pay for it without measuring. At home you learned not to ask about money. Ask now."
"neptune","2","moon","5","Харчите за настроение и после се самообвинявате. Радостта ви е реален разход. Сложете му ред и вината пада.","You spend on mood and then blame yourself. Your gladness is a real expense. Give it a line in the accounts and the guilt goes."
"neptune","2","moon","6","Приходът ви зависи от здравето и от ритъма. Стане ли хаос, парите го следват. Тук грижата за себе си е и печалба.","Your income depends on health and rhythm. When chaos comes, money follows it. Looking after yourself here is also profit."
"neptune","2","moon","7","Спокойствието ви за пари зависи от човека до вас. Не питате, за да не разваляте настроението. Питайте — това не е обвинение.","Your peace about money depends on the person beside you. You do not ask so as not to spoil the mood. Ask — that is not an accusation."
"neptune","2","moon","8","Усещате кога идва липса, преди да е дошла. Общата сметка ви буди нощем. Извадете я на масата и олеква.","You sense a shortage before it arrives. A shared account wakes you at night. Put it on the table and it eases."
"neptune","2","moon","9","Спестявате за път, който все отлагате. Далечното ви успокоява само като мисъл. Тръгнете, макар и за малко.","You save for a journey you keep postponing. The far-away calms you as a thought alone. Go, even briefly."
"neptune","2","moon","10","Тревожите се как изглежда положението ви. Приходът ви е нестабилен и това ви държи будни. Фактите успокояват повече от вида.","You worry about how your standing looks. Your income is unstable and it keeps you awake. Facts calm you more than appearances."
