"planet","house","ruler","ruler_house","bg","en"
"sun","2","moon","1","Мерите се по това, което имате, а сигурността ви идва от настроението, не от сметката. Чувствате ли се добре, харчите леко; притесните ли се, стягате всичко. Тук сами си държите кранчето и няма кой да ви спре.","You measure yourself by what you have, and your sense of security follows your mood rather than the balance. Feeling good you spend easily; anxious you tighten everything. You hold the tap yourself here, with nobody to stop you."
"sun","2","moon","2","Парите и спокойствието ви са едно и също нещо. Има ли запас, дишате; няма ли, не ви е добре, колкото и да си повтаряте, че ще се оправи. Затова трупате — не от лакомия, а за да ви е спокойно.","Money and peace of mind are the same thing for you. With a reserve you breathe; without one you are unwell, whatever you tell yourself. So you accumulate, not out of greed but for the calm."
"sun","2","moon","3","Доходът ви върви през хора и разговори — един познат, едно обаждане, дребна услуга. Затова и настроението ви за пари се мени с това кой какво е казал. Тук се печели от връзки, не от планове.","Your income runs through people and conversation — an acquaintance, a phone call, a small favour. So how you feel about money shifts with who said what. This one earns through contacts rather than plans."
"sun","2","moon","4","Всичко опира до дома. Оттам идват и парите, и усещането, че сте на сигурно — семейство, имот, наследено. Разклати ли се домът, се разклаща и стойността, която си давате.","It all comes down to home. That is where both the money and the sense of safety come from — family, property, what was handed down. Shake the house and the worth you grant yourself shakes with it."
"sun","2","moon","5","Печелите там, където ви е приятно, и това не е капризът, за който го мислят. Радост има ли — има и пари; стане ли еднообразно, доходът пресъхва заедно с желанието. Внимавайте само с харченето по настроение.","You earn where you enjoy yourself, and that is not the whim people take it for. Where there is joy there is money; when it turns dull the income dries up along with the appetite. Just watch the spending done on mood."
"sun","2","moon","6","Парите ви идват от ежедневна работа, свършена докрай. Тук няма скок — има режим, и той решава колко имате в края на месеца. Здравето ви също влиза в сметката, повече отколкото ви се струва.","Your money comes from daily work carried through. There is no leap here, only routine, and it decides what you have at the end of the month. Your health is part of the arithmetic too, more than you think."
"sun","2","moon","7","Стойността ви минава през друг човек — партньор, съдружник, някой, с когото сметките са общи. Добре ли е с него, върви и доходът; разпадне ли се, се разклаща и вашата основа. Тук изборът на човек е и финансово решение.","Your worth runs through another person — a partner, an associate, someone the accounts are shared with. Good with them and the income follows; when it breaks, your base shakes too. Choosing a person is a financial decision here."
"sun","2","moon","8","Парите ви са преплетени с чужди: подкрепа, наследство, дългове, общ бюджет. Оттам идва и сигурността, и напрежението. Изчистите ли тези сметки, си връщате спокойствието наведнъж.","Your money is tangled with other people's: support, inheritance, debts, a joint budget. That is where both the security and the strain come from. Clear those accounts and the calm returns all at once."
"sun","2","moon","9","Доходът ви идва отдалеч — чужбина, учене, хора от друга среда. Затворите ли се в познатото, започвате да се стягате без причина. Тук простор значи и по-широка сметка.","Your income arrives from further off — abroad, study, people from another world. Shut into the familiar and you tighten up for no reason. Room here means a wider account as well."
"sun","2","moon","10","Парите ви вървят с името ви. Признаят ли ви навън, доходът се качва; премълчат ли ви, пада заедно с настроението. Затова работата и самочувствието ви са свързани по-силно, отколкото признавате.","Your money tracks your name. Recognised outside and the income rises; passed over and it falls along with your mood. Work and self-regard are linked more tightly here than you admit."
"sun","2","moon","11","Печелите през хора, които искат същото като вас — приятели, група, обща работа. Сами се уморявате и доходът ви куца. Тук кръгът ви буквално е капитал.","You earn through people who want what you want — friends, a group, shared work. Alone you tire and the income limps. Your circle is capital here, literally."
"sun","2","moon","12","Парите ви идват тихо и по неясни пътища — помощ, за която не сте молили, работа, която не се разгласява. Затова и сигурността ви е вътрешна, не в сметката. Внимавайте да не давате повече, отколкото можете.","Money reaches you quietly and by unclear routes — help you did not ask for, work that is not advertised. So your security is internal rather than in the balance. Just watch how much you give away."
"sun","2","mars","1","Изкарвате го сами и с бой, и точно това ви е гордостта. Никой не ви дава — вземате. Затова и харчите бързо: изкараното с ръце си отива също толкова лесно.","You earn it yourself and by force, and that is exactly your pride. Nobody hands it over; you take it. Which is why it goes fast: what came by hand leaves just as easily."
