"planet","house","ruler","ruler_house","bg","en"
"neptune","6","sun","1","Симптомите ви идват без ясна причина и лекарите свиват рамене. Знаете тялото си по-добре от всяка карта. Настоявайте за изследване, което сами сте поискали.","Your symptoms arrive with no clear cause and the doctors shrug. You know your body better than any chart. Insist on the test you asked for yourself."
"neptune","6","sun","2","Плащат ви за грижа и вие не смеете да я остойностите. Свършвате повече, отколкото е в договора. Напишете какво влиза и какво не.","You are paid for care and you dare not put a value on it. You do more than the contract says. Write down what is included and what is not."
"neptune","6","sun","3","Обяснявате на пациенти или клиенти нещо, което другите не могат да опростят. Хората ви търсят за спокойния тон. Записвайте уговорките, иначе ще ги забравите.","You explain to patients or clients something others cannot simplify. People come to you for the calm tone. Write the arrangements down, otherwise you will forget them."
"neptune","6","sun","4","Работата ви е вкъщи и границата между смяна и живот се е изтрила. Прибирате се, без да сте излизали. Определете час, след който не отговаряте.","Your work is at home and the line between the shift and life has been rubbed out. You come home without having gone out. Fix an hour after which you do not answer."
"neptune","6","sun","5","Правите работата си като занаят и хората усещат разликата. Талантът ви е в ръцете, не в диплома. Поискайте цена, каквато взимат за занаят.","You do your work like a craft and people feel the difference. Your talent is in your hands rather than a certificate. Ask the price a craft commands."
"neptune","6","sun","6","Тук всичко е на място: помагате и това ви е смисълът. Влизате в чуждото положение по-навътре от нужното. Оставяйте последния половин час за себе си.","Here everything sits in place: you help and that is your point. You go further into other people's situations than is needed. Leave the last half hour for yourself."
"neptune","6","sun","7","Работите заради един човек, който има нужда от вас. Той решава колко ще поемете и вие се съгласявате. Кажете си границата на глас.","You work for one person who needs you. They decide how much you take on and you agree. Say your limit out loud."
"neptune","6","sun","8","Работата ви е с хора в криза и вие оставате спокойни в нея. Носите чужди истории по цял ден. Оставяйте част от тях в сградата.","Your work is with people in crisis and you stay calm inside it. You carry other people's stories all day. Leave part of them in the building."
"neptune","6","sun","9","Занаятът ви е дошъл от чужд учител или от друга страна. Учили сте по път, който не се води в регистър. Тук хартията идва след уменията.","Your trade came from a foreign teacher or another country. You learned by a route no register records. Here the certificate comes after the skill."
"neptune","6","sun","10","Хората ви търсят точно защото сте човекът, който не се паникьосва. Името ви е в спокойствието. Само поискайте да ви платят за него.","People come to you precisely because you are the one who does not panic. Your name is in the calm. Just ask to be paid for it."
"neptune","6","sun","11","Работата ви идва през хора, които сте помагали безплатно. Никой не се сеща да плати. Кажете цената на следващия.","Your work comes through people you helped for nothing. Nobody thinks to pay. Name the price to the next one."
"neptune","6","sun","12","Свършвате най-много, когато никой не гледа, и никой не го брои. Има труд, за който няма протокол. Записвайте го за себе си.","You get most done when nobody is watching, and nobody counts it. There is labour with no record. Keep the record yourself."
"neptune","6","moon","1","Тялото ви реагира на настроението, преди да сте разбрали, че сте в лошо. Спите различно всяка седмица. Един фиксиран час за лягане сваля половината симптоми.","Your body reacts to a mood before you realise you are in a bad one. You sleep differently every week. One fixed bedtime removes half the symptoms."
"neptune","6","moon","2","Работите повече, когато парите са несигурни, и после лягате болен. Тревогата ви минава през стомаха. Един месец резерва е и лечение.","You work more when money is uncertain and then you fall ill. Your worry travels through the stomach. One month's cushion is medicine too."
"neptune","6","moon","3","Слушате чужди оплаквания цял ден и вечер нямате глас. Хората ви разказват, защото не бързате. Затворете телефона за два часа.","You listen to other people's complaints all day and by the evening you have no voice. People tell you things because you do not hurry. Turn the phone off for two hours."
"neptune","6","moon","4","Домашното и работата ви са в едно и вие се грижите и в двете. Прибирате се и започвате втора смяна. Кажете вкъщи кога свършвате.","The household and the work are one thing for you and you look after both. You come home and start a second shift. Say at home when you finish."
