"planet","house","ruler","ruler_house","bg","en"
"mercury","11","mercury","11","Мислите на глас пред приятелите си и така стигате до решенията си. Знаете кой с кого се познава и това ви прави връзката между всички. Внимавайте да не заемете чуждо мнение само защото е казано убедително.","You think out loud in front of your friends and that is how you reach your decisions. You know who knows whom, and that makes you the link between everyone. Just be careful not to borrow an opinion simply because it was said with confidence."
"mercury","11","sun","10","Хората около вас се събират покрай работата ви и името ви ги държи заедно. Един разговор с правилния човек ви отваря повече от година старание. Пазете се да не превърнете всяко приятелство в контакт за напред.","The people around you gather because of your work, and your standing is what holds them together. One conversation with the right person opens more than a year of effort. Take care not to turn every friendship into a contact for later."
"mercury","11","sun","11","Ставате човекът, който свързва всички, и всеки идва да чуе какво мислите. Приятно ви е да сте в средата на разговора и точно там ви върви. Само не забравяйте да имате и свое мнение, отделно от кръга.","You become the one who connects everybody, and people come to hear what you think. You like being in the middle of the conversation and that is exactly where things work for you. Just remember to keep an opinion of your own, apart from the group's."
"mercury","11","sun","12","Най-ценните ви приятелства остават скрити и никой отвън не знае колко значат. Помагате тихо, без да го обявявате, и същото получавате обратно. Шумните компании ви изморяват бързо.","Your most valuable friendships stay out of sight and nobody outside knows how much they mean. You help quietly, without announcing it, and the same comes back to you. Loud company tires you out fast."
"mercury","11","venus","8","С приятели лесно се стига до пари, заеми и общи сметки, а точно там думите тежат. Един мек разговор ви отваря чужда каса, но също толкова лесно ви вкарва в чужд дълг. Пишете си всичко, дори когато е с най-близкия.","With friends you quickly end up on money, loans and shared accounts, and that is exactly where words carry weight. A soft conversation opens someone else's purse to you, and just as easily ties you to their debt. Put it in writing, even with the closest person."
"mercury","11","venus","9","Хората, които ви обогатяват, идват отдалеч — от чужбина, от учението, от друга вяра. Разговорите с тях ви разширяват главата повече от всяка книга. Стойте отворени и ще имате свои хора по цял свят.","The people who enrich you come from far away — from abroad, from study, from another faith. Talking with them widens your head more than any book. Stay open and you will have your own people all over the world."
"mercury","11","venus","10","Приятно ви е да познавате хора с име и те наистина ви приемат. Един комплимент, казан навреме, ви върши работа по-добре от дълго обяснение. Гледайте да не остане само блясък, без истински близки.","You enjoy knowing people with a name, and they genuinely take to you. A compliment paid at the right moment does more for you than a long explanation. Just make sure it is not all shine and no real closeness."
"mercury","11","venus","11","Приятелствата ви са леки и топли, завързват се от нищо — поговорите и вече сте свои. Правите планове с хора, с които просто ви е хубаво, и тъкмо това върви. Пазете се от онези, които само ласкаят.","Your friendships are easy and warm and form out of nothing — a bit of talk and you are already close. You make plans with people whose company simply feels good, and that is what works. Watch out for the ones who only flatter."
"mercury","11","venus","12","Имате един-двама, с които говорите за неща, които не казвате на никого. Тихите, дискретни приятелства ви държат, а големите компании ви оставят празни. Не пълнете кръга си с хора, които ви губят времето.","You have one or two people you talk to about things you tell nobody else. Quiet, discreet friendships hold you up, while big gatherings leave you empty. Do not fill your circle with people who waste your hours."
"mercury","11","venus","1","Хората ви търсят заради самите вас — влизате в разговор и стаята се отпуска. Лесно заговаряте непознат и от това излизат дълги приятелства. Само не разчитайте единствено на чара си.","People seek you out for yourself — you join a conversation and the room relaxes. You strike up talk with a stranger easily, and long friendships grow out of it. Just do not lean on charm alone."
