"planet","house","ruler","ruler_house","bg","en"
"mars","4","mars","4","Домът ви е строителна площадка — все нещо се сваля, вдига или мести. Спорите вкъщи бързо и после сядате на масата. Тук вие сте и огънят, и ремонтът.","Your home is a building site — something is always coming down, going up or moving. You quarrel there quickly and then sit down at the table. You are both the fire and the repair here."
"mars","4","sun","1","Вие сте човекът, който вдига дома и го брани. Каквото решите вътре, така става. Само помнете, че близките не са подчинени.","You are the one who puts the home up and defends it. What you decide indoors is how it goes. Just remember the family are not subordinates."
"mars","4","sun","2","Работите за къщата и за това, което остава в нея. Спорите за пари, защото вие ги внасяте. Само не мерете кой колко струва.","You work for the house and for what stays in it. You argue about money because you are the one bringing it in. Just do not price the people."
"mars","4","sun","3","Спорите с роднини и съседи и точно това урежда домашните въпроси. Казвате го направо и се знае къде сте. Тук един ясен разговор струва повече от година мълчание.","You argue with relatives and neighbours, and that is exactly what settles the household matters. You say it straight and everybody knows where you stand. One clear conversation here is worth a year of silence."
"mars","4","sun","4","Тук всичко е на място: домът е вашата територия и вие я държите. Гордеете се с направеното със собствените си ръце. Внимавайте да не изисквате от всички вашето темпо.","Here everything sits in place: the home is your territory and you hold it. You take pride in what you made with your own hands. Careful not to demand your pace from everybody."
"mars","4","sun","5","Вкъщи е шумно, весело и състезателно — деца, спорт, игри до късно. Показвате обич, като предизвиквате. Дайте им да ви отвърнат.","At home it is loud, cheerful and competitive — children, sport, games until late. You show affection by challenging. Let them answer back."
"mars","4","sun","6","Правите вкъщи всичко сами и се дразните от бавните. Мирът ви идва след свършена работа. Само не превръщайте дома в списък със задачи.","You do everything at home yourself and slow people irritate you. Peace comes to you after the job is done. Just do not turn the home into a task list."
"mars","4","sun","7","Домът се вдига с партньор и се тресе от същия човек. Спорите, но напредвате. Сами тук не се стига докъдето искате.","The home goes up with a partner and is shaken by the same person. You argue and you advance. Alone you do not get as far as you want here."
"mars","4","sun","8","Има имот или наследство, за което се води борба. Държите на своето и не отстъпвате. Извадете документите рано.","There is property or an inheritance being fought over. You hold on to what is yours and do not give way. Get the papers out early."
"mars","4","sun","9","Правите си дом далеч от родното място. Спорите за начина на живот и точно това ви мести. Стоенето ви струва повече от пътя.","You make your home far from where you were born. You argue about how life should be lived and that is exactly what moves you. Staying costs you more than the road."
"mars","4","sun","10","Работата и домът ви са в едно и вие командвате и двете. Хората виждат човека, който държи всичко. Дайте си вечер, в която не сте началник.","Work and home are one thing for you and you command both. People see the one holding it all up. Give yourself an evening when you are not the boss."
"mars","4","sun","11","Вкъщи влизат приятели и вие ги защитавате като роднини. Домът ви е щаб, не само жилище. Само не всеки заслужава ключ.","Friends come into your home and you defend them like family. Your home is a headquarters, not only a dwelling. But not everyone deserves a key."
"mars","4","sun","12","Има домашен спор, който водите тихо и от години. Гневът ви е скрит и от това е по-тежък. Кажете го спокойно и олеква.","There is a household argument you have been having silently for years. Your anger is hidden and heavier for it. Say it calmly and it eases."
"mars","4","moon","1","Настроението ви пали вкъщи най-бързо и всички го усещат. Ядосвате се и после сами оправяте. Тук е добре да не решавате важно в лош момент.","Your temper catches fastest at home and everybody feels it. You get angry and then you are the one who mends it. Best here not to decide anything important in a bad moment."
"mars","4","moon","2","Спокойни сте, когато има запас и нещата вкъщи са платени. Тънко ли е, ставате остри. Тук парите пазят мира повече, отколкото признавате.","You are calm when there is a reserve and the things at home are paid for. When money is thin you turn sharp. Money keeps the peace here more than you admit."
"mars","4","moon","3","Вкъщи се вика и после се обяснява по телефона. Роднините наблизо влизат във всеки спор. Тук е добре да не викате първи.","At home there is shouting and afterwards explaining on the phone. The relatives nearby get into every quarrel. Better here not to be the first to raise your voice."
