"planet","house","ruler","ruler_house","bg","en"
"jupiter","11","jupiter","11","Хората ви намират и кръгът ви расте, без да го търсите. Един познат води до втори, вторият отваря врата. Тук вие решавате кого да пуснете вътре и обикновено пускате всички.","People find you and your circle grows without your looking for it. One acquaintance leads to a second and the second opens a door. You decide here who gets in, and you usually let everybody in."
"jupiter","11","sun","1","Влизате в компания и тя се подрежда около вас. Хората ви дават място, преди да сте го поискали. Само не поемайте ролята всички да разчитат на вас.","You join a crowd and it arranges itself around you. People give you room before you ask for it. Just do not take on the role of the one everybody depends on."
"jupiter","11","sun","2","Кръгът ви носи пари и възможности. Помагате с пари и това се връща. Само не давайте на заем повече от излишното.","Your circle brings money and openings. You help with money and it comes back. Just do not lend more than you can spare."
"jupiter","11","sun","3","Свързвате хора и от това ви идват предложенията. Един разговор води до трима нови познати. Тук е добре да си водите сметка на обещаното.","You connect people and the offers come from that. One conversation leads to three new acquaintances. Keep track of what you promised here."
"jupiter","11","sun","4","Приятелите ви стават семейство и влизат вкъщи. Домът ви е топъл и отворен. Само не поемайте всички наведнъж.","Your friends turn into family and come into the house. Your home is warm and open. Just do not take everybody on at once."
"jupiter","11","sun","5","Сред своите сте душата на компанията. Талантът ви събира хора. Само не мерете стойността си с броя покани.","Among your own you are the life of the crowd. Your talent gathers people. Just do not measure your worth by the number of invitations."
"jupiter","11","sun","6","Работата ви събира кръг и той расте. Помагате практично и хората се връщат. Само не поемайте задачите на всички.","Your work gathers a circle and it grows. You help practically and people come back. Just do not take on everybody's tasks."
"jupiter","11","sun","7","Приятел ви става партньор и играта се удвоява. Съюзът ви вкарва в по-голям кръг. Внимавайте с обещанията в добро настроение.","A friend becomes a partner and the game doubles. The alliance brings you into a wider circle. Watch the promises made in a good mood."
"jupiter","11","sun","8","Общите пари в кръга растат и вие ги движите. Дават ви доверие и то е капитал. Уговаряйте дяловете предварително.","The circle's shared money grows and you keep it moving. Trust is given to you and it is capital. Agree the shares in advance."
"jupiter","11","sun","9","Хората, които ви отварят света, идват отдалеч. Кръгът ви е разпръснат по държави. Тук едно познанство струва колкото година учене.","The people who open the world for you come from far away. Your circle is scattered across countries. One acquaintance here is worth a year of study."
"jupiter","11","sun","10","Кръгът ви работи за името ви и вие му връщате. Един познат ви мести на друго ниво. Само не гледайте на хората като на стъпала.","Your circle works for your name and you give back to it. One acquaintance moves you to another level. Just do not look at people as steps."
"jupiter","11","sun","11","Тук всичко е на място: сред хора растете и им давате да растат. Каузите ви събират много и различни. Само не се разпилявайте между всички.","Here everything sits in place: among people you grow and you let them grow. Your causes gather many and various. Just do not scatter yourself between them all."
"jupiter","11","sun","12","Помагате тихо на кръга и рядко го обявявате. Има приятели, за които никой не знае. Кажете поне на един колко значи за вас.","You help the circle quietly and rarely announce it. There are friends nobody knows about. Tell at least one of them what they mean to you."
