"planet","house","ruler","ruler_house","bg","en"
"saturn","5","saturn","5","Радостта ви иска повод, разрешение и свършена работа. Талантът ви е сериозен, любовта се чака, детето идва навреме, а не рано. Тук вие сами си държите юздите и точно затова забравяте да си позволите.","Your gladness wants a reason, a permission and the work finished first. Your talent is serious, love keeps you waiting, a child comes on time rather than early. You hold your own reins here, which is exactly why you forget to allow yourself anything."
"saturn","5","sun","1","Играете рядко, но когато поемете нещо, го докарвате докрай. Гордостта ви е в направеното, не в показаното. Само дайте си право на едно излишно удоволствие.","You play rarely, and whatever you take on you finish. Your pride is in what was made, not in what was displayed. Just grant yourself one unnecessary pleasure."
"saturn","5","sun","2","Удоволствието се плаща и вие го плащате сами. Не си позволявате, докато не сте изкарали. Само не отлагайте, докато вече не ви радва.","Pleasure is paid for and you pay it yourself. You allow yourself nothing until you have earned it. Just do not postpone until it no longer pleases you."
"saturn","5","sun","3","Дори шегата ви е премерена и хората я хващат късно. С децата и малките сте по-строги, отколкото искате. Кажете едно глупаво нещо на глас.","Even your joke is measured and people catch it late. With children and the young you are stricter than you intend. Say one silly thing out loud."
"saturn","5","sun","4","Празникът ви е вкъщи, по повод и с ред. Носите правилата, които са ви дали. Дайте на децата свободата, която на вас не са дали.","Your celebration is at home, for a reason and in order. You carry the rules you were handed. Give the children the freedom you were not given."
"saturn","5","sun","5","Тук всичко е на място: талантът ви е работа и вие го уважавате. Хората виждат резултат, не хвалба. Само не чакайте да е съвършено, за да го покажете.","Here everything sits in place: your talent is work and you respect it. People see a result rather than a boast. Just do not wait for it to be perfect before you show it."
"saturn","5","sun","6","Радвате се на добре свършеното и това ви е достатъчно. Дори хобито ви има график. Позволете си веднъж да спрете по средата.","You take pleasure in work well done and that is enough for you. Even your hobby has a schedule. Allow yourself once to stop halfway."
"saturn","5","sun","7","Любовта ви идва с условия и с дадена дума. Партньорът може да е по-възрастен или по-сериозен. Каквото уговорите ясно, ще издържи години.","Love comes to you with conditions and a word given. The partner may be older or more serious. What you agree clearly will hold for years."
"saturn","5","sun","8","Рискувате рядко и след сметка, и точно затова не сте губили много. Страстта ви е дълбока и премерена. Само не отказвайте всичко, за да е сигурно.","You risk rarely and only after counting, which is exactly why you have not lost much. Your passion is deep and measured. Just do not refuse everything for the sake of safety."
"saturn","5","sun","9","Ученето ви е дълго и радостта от него идва накрая. Далечното се отваря по-късно, но напълно. Тук търпението е част от таланта.","Your learning is long and the gladness from it comes at the end. The far-away opens later, and completely. Patience here is part of the talent."
