"planet","house","ruler","ruler_house","bg","en"
"uranus","11","sun","1","Кръгът ви е от хора, които никъде другаде не се срещат. Влизате и излизате от компании внезапно. Тук вие избирате своите, не по произход.","Your circle is made of people who meet nowhere else. You come into and out of groups suddenly. You choose your own people here, not by where they came from."
"uranus","11","sun","2","Общите начинания ви носят, ако са ясни от началото. Влагате в идея, не в човек. Уговаряйте дяловете предварително.","Shared ventures pay you when they are clear from the start. You invest in an idea rather than a person. Agree the shares in advance."
"uranus","11","sun","3","Свързвате хора и оттам тръгват нови неща. Един разговор в група ви носи месеци. Само не поемайте чужди обещания.","You connect people and new things start from that. One conversation in a group brings you months. Just do not take on their promises."
"uranus","11","sun","4","Приятелите ви влизат вкъщи и стават семейство по избор. Домът ви е отворен за чудаци. Само не всеки заслужава ключ.","Your friends come into the house and become family by choice. Your home is open to oddballs. But not everybody deserves a key."
"uranus","11","sun","5","Забавно ви е сред странни хора и там сте най-свободен. Компанията ви носи идеи. Само не всяка обща идея е ваша.","You enjoy yourself among odd people and there you are most free. The crowd brings you ideas. But not every shared idea is yours."
"uranus","11","sun","6","Работата ви идва през кръга и вие му връщате. В екип сте полезен, ако не ви командват. Тук ясното разпределение пази всичко.","Your work comes through the circle and you give back to it. In a team you are useful as long as nobody orders you about. A clear division protects everything here."
"uranus","11","sun","7","Приятел ви става партньор и после отново приятел. Границите ви са подвижни и вие го приемате. Тук уговорката пази отношението.","A friend becomes a partner and then a friend again. Your boundaries are mobile and you accept that. The agreement protects the relationship here."
"uranus","11","sun","8","Общите пари в кръга ви носят и обрати. Влизате смело и излизате бързо. Уговаряйте всичко, дори с най-близките.","The circle's shared money brings you upheavals too. You go in boldly and come out fast. Put everything in writing, even with the closest."
"uranus","11","sun","9","Хората, които ви отварят света, са от други държави. Кръгът ви е разпръснат и жив. Тук едно познанство струва година учене.","The people who open the world for you are from other countries. Your circle is scattered and alive. One acquaintance here is worth a year of study."
"uranus","11","sun","10","Кръгът ви работи за името ви и вие го поддържате. Един познат ви мести напред. Само не гледайте на хората като на стъпала.","Your circle works for your name and you keep it up. One acquaintance moves you forward. Just do not look at people as steps."
"uranus","11","sun","11","Тук всичко е на място: сред своите сте у дома, дори когато не се виждате често. Каузите ви събират различни хора. Само не се разпилявайте между всички.","Here everything sits in place: among your own you are at home, even when you rarely meet. Your causes gather different people. Just do not scatter yourself between them all."
"uranus","11","sun","12","Имате приятели, които не се познават помежду си, и така ви е удобно. Помагате тихо. Кажете на един колко значи.","You have friends who do not know each other, and that suits you. You help quietly. Tell one of them what it means."
"uranus","11","moon","1","Настроението ви следва компанията, в която сте. Сред добри хора светите, сред кисели изчезвате. Изборът на кръг е избор на живот.","Your mood follows whichever company you are in. Among good people you light up; among sour ones you vanish. Choosing the circle is choosing the life."
"uranus","11","moon","2","Помагате на приятели с пари и после мълчите. Общите разходи ви влизат под кожата. Кажете сумата рано.","You help friends with money and then say nothing. Shared costs get under your skin. Name the amount early."
"uranus","11","moon","3","Кръгът ви е близък и шумен и вие го обичате така. Един разговор ви оправя вечерта. Само не се обиждайте от дребно.","Your circle is close and loud and you love it that way. One conversation mends your evening. Just do not take offence over trifles."
"uranus","11","moon","4","Приятелите ви идват вкъщи и остават до късно. Домът ви е техният щаб. Пазете една вечер за себе си.","Your friends come to the house and stay late. Your home is their headquarters. Keep one evening for yourself."
"uranus","11","moon","5","Забавно ви е сред своите и там се влюбвате. Компанията ви носи и настроение, и смелост. Сменят ли се хората, се сменя и радостта.","You enjoy yourself among your own and that is where you fall in love. The crowd brings you both mood and nerve. When the people change, so does the gladness."
"uranus","11","moon","6","Помагате на приятели практично и после сте изтощен. В екипа сте този, който върши. Кажете кога сте свършили.","You help friends practically and then you are worn out. In the team you are the one who does it. Say when you have finished."
"uranus","11","moon","7","Един приятел ви е по-близък от роднина. Настроението ви следва неговото. Кажете какво ви трябва.","One friend is closer to you than a relative. Your mood follows theirs. Say what you need."
"uranus","11","moon","8","Приятелите ви поверяват тежки неща и вие ги носите. Общите пари ви държат нащрек. Кажете своята тревога също.","Your friends entrust you with heavy things and you carry them. Shared money keeps you on edge. Say your own worry too."
"uranus","11","moon","9","Кръгът ви е от различни места и това ви храни. Обичате да гостувате и да ви гостуват. Тесният кръг ви задушава.","Your circle comes from different places and it feeds you. You like visiting and being visited. A narrow circle stifles you."
"uranus","11","moon","10","Приятелите ви влизат в работата и обратно. Пазите репутацията на своите. Имайте и някой извън бранша.","Your friends get into the work and the other way round. You protect your people's reputation. Keep somebody outside the trade as well."
"uranus","11","moon","11","Тук чувството и групата са едно — своите са ви дом. Пълните се от хора и празнеете без тях. Пазете едно решение само за себе си.","Here the feeling and the group are one thing — your people are home. People fill you up and without them you go empty. Keep one decision for yourself alone."
"uranus","11","moon","12","Имате приятел, с когото мълчите добре. Помагате, без да разказвате. Приемете и вие помощ.","You have a friend with whom silence is comfortable. You help without telling anybody. Accept help yourself too."
"uranus","11","mercury","1","В компания вие давате темата и посоката. Идеите ви се разнасят бързо. Само проверявайте кой ги е донесъл.","In company you give the subject and the direction. Your ideas spread fast. Just check who brought them."
"uranus","11","mercury","2","Уреждате общите пари и всички идват при вас за числата. Виждате пробойната рано. Само не гарантирайте чужди дългове.","You handle the shared money and everybody comes to you for the figures. You see the hole early. Just do not guarantee other people's debts."
"uranus","11","mercury","3","Вие сте телефонът на кръга и всичко минава през вас. Помните кой какво може. Само не поемайте чужди уговорки.","You are the circle's telephone and everything goes through you. You remember who can do what. Just do not take on their arrangements."
"uranus","11","mercury","4","Организирате събиранията и после сте единственият с план. Уреждате чуждото по-лесно от своето. Кажете правилата рано.","You organise the gatherings and then you are the only one with a plan. You sort out other people's affairs more easily than your own. State the rules early."
"uranus","11","mercury","5","В компанията вие измисляте какво ще правим. Шегите ви са бързи и точни. Само не започвайте пет неща с пет души.","In the crowd you are the one who invents what everybody will do. Your jokes are fast and exact. Just do not start five things with five people."
"uranus","11","mercury","6","Поемате организацията, защото никой друг не я върши. Виждате къде се къса общият план. Само не поправяйте всичко сами.","You take on the organising because nobody else does. You see where the shared plan breaks. Just do not fix it all yourself."
"uranus","11","mercury","7","Свързвате двама и от това излиза нещо голямо. Един разговор мести трима. Каквото обещаете, ще се помни точно.","You introduce two people and something large comes of it. One conversation moves three people. Whatever you promise will be remembered exactly."
"uranus","11","mercury","8","Знаете тайните и сметките на кръга и мълчите. Питате точно там, където има мъгла. Тук дискретността ви пази.","You know the circle's secrets and accounts and you keep quiet. You ask exactly where the fog is. Discretion protects you here."
"uranus","11","mercury","9","Учите се сред хора с общ интерес и там ви идват идеите. Кръгът ви е от различни школи. Проверявайте чия е мисълта.","You learn among people with a shared interest and the ideas come there. Your circle comes from different schools. Check whose thought it was."
