"planet","house","ruler","ruler_house","bg","en"
"venus","11","venus","11","Приятелството ви е форма на обич — държите на своите хора и те го знаят. Влюбвате се сред компания и често от приятел става нещо повече. Тук вие избирате кръга си, никой не ви го дава.","Friendship is a form of love for you — you hold on to your people and they know it. You fall in love inside company, and a friend often turns into something more. You choose your circle here; nobody hands it to you."
"venus","11","sun","8","Приятелите ви влизат и в парите ви — общи каси, заеми, дялове. Близостта е дълбока, но иска яснота. Тук доверието се дава, а не се предполага.","Your friends get into your money as well — shared funds, loans, shares. The closeness is deep and it wants clarity. Trust here is given, not assumed."
"venus","11","sun","9","Хората, които ви отварят света, идват отдалеч. Един приятел от друго място ви променя вкуса. Тук кръгът ви е по-широк от града ви.","The people who open the world for you come from far away. One friend from somewhere else changes your taste. Your circle here is wider than your town."
"venus","11","sun","10","Кръгът ви работи за името ви и вие го поддържате. Познанствата ви носят покани, а поканите — работа. Само не превръщайте приятелството в стълба.","Your circle works for your name and you keep it up. Your acquaintances bring invitations, and the invitations bring work. Just do not turn friendship into a ladder."
"venus","11","sun","11","Тук всичко е на място: сред своите сте най-добрата версия на себе си. Хората ви търсят, защото с вас е леко. Внимавайте само да не се загубите в общото.","Here everything sits in place: among your own you are the best version of yourself. People seek you out because you are easy to be with. Just take care not to disappear into the collective."
"venus","11","sun","12","Имате един-двама приятели, за които никой не знае. Обичта ви е тиха и не се обявява. Тук е добре да не криете кой ви е важен.","You have one or two friends nobody knows about. Your affection is quiet and unannounced. Better here not to hide who matters to you."
"venus","11","sun","1","Вие сте човекът, около когото се събират, и това ви подхожда. Държите тона приятен и групата се нарежда. Само не носете цялото настроение на компанията.","You are the one people gather around, and it suits you. You keep the tone pleasant and the group falls into place. Just do not carry the whole crowd's mood."
"venus","11","sun","2","Приятелите ви и парите ви се преплитат — подаръци, услуги, общи разходи. Щедри сте и очаквате същото. Тук сметките между свои трябва да са ясни.","Your friends and your money are tangled together — presents, favours, shared costs. You are generous and expect the same. Accounts between friends have to be clear here."
"venus","11","mercury","8","С приятели говорите и за неща, които не се разказват. Знаете чужди тайни и ги пазите. Тук е добре да не бъдете банка за всички.","With friends you also talk about things that do not get told. You know other people's secrets and you keep them. Better here not to be everybody's bank."
"venus","11","mercury","9","Обичате компания, в която се учи и се пътува. Един разговор в група ви мести напред. Само проверявайте кое от мнението е ваше.","You like company where there is learning and travelling. One conversation in a group moves you forward. Just check which part of the opinion is yours."
"venus","11","mercury","10","Познанствата ви носят работа, защото умеете да свържете хората. Помните кой какво може. Тук услугата се връща, ако не я броите на глас.","Your acquaintances bring you work because you know how to connect people. You remember who can do what. The favour comes back here as long as you do not count it out loud."
"venus","11","mercury","11","Вие сте телефонът на компанията — всичко минава през вас. Приятно ви е да уреждате и да запознавате. Само не поемайте чужди уговорки.","You are the crowd's telephone — everything goes through you. You enjoy arranging things and introducing people. Just do not take on other people's arrangements."
"venus","11","mercury","12","Пишете на един приятел неща, които не казвате на никого. Обичта ви е в думите, но насаме. Излезте понякога и на глас.","You write to one friend the things you say to nobody else. Your affection is in words, but in private. Come out loud sometimes as well."
"venus","11","mercury","1","Представяте се леко и хората ви приемат в кръга веднага. Умеете да заговорите непознат. Само не мерете себе си по това колко ви харесват.","You introduce yourself easily and people take you into the circle at once. You can start a conversation with a stranger. Just do not measure yourself by how much they like you."
"venus","11","mercury","2","Говорите за пари с приятели без притеснение и това пази отношенията. Уреждате изгодно и за двете страни. Тук яснотата е форма на уважение.","You talk about money with friends without embarrassment, and that protects the friendship. You arrange it so both sides gain. Clarity here is a form of respect."
"venus","11","moon","1","Настроението ви следва компанията, в която сте. Сред добри хора светите, сред кисели се свивате. Тук изборът на кръг е избор на живот.","Your mood follows whichever company you are in. Among good people you light up; among sour ones you shrink. Choosing the circle here is choosing the life."
"venus","11","moon","2","Приятно ви е с хора, с които се чувствате сигурни. Общите разходи ви влизат под кожата, ако не са наред. Тук малко яснота пази много топлина.","You are at ease with people who make you feel secure. Shared costs get under your skin when they are not straight. A little clarity here protects a lot of warmth."
"venus","11","moon","3","Кръгът ви е близък — съседи, съученици, роднини по избор. Един разговор ви оправя настроението. Само че се обиждате по-лесно, отколкото показвате.","Your circle is close at hand — neighbours, schoolmates, relatives by choice. One conversation mends your mood. But you take offence more easily than you show."
"venus","11","moon","4","Приятелите ви влизат вкъщи и стават семейство. Гощавате и се грижите, и това ви е обичта. Само помнете, че и на вас ви трябва празна вечер.","Your friends come into the house and become family. You feed them and look after them, and that is your affection. Just remember you need an empty evening too."
"venus","11","moon","5","Забавно ви е сред своите и там се влюбвате. Компанията ви носи игра и лекота. Стане ли еднообразно, вие първи го усещате.","You enjoy yourself among your own, and that is where you fall in love. The crowd brings you play and lightness. When it turns monotonous, you are the first to feel it."
"venus","11","moon","6","Помагате на приятели практично — с време, с ръце, с грижа. Приятно ви е, когато има за кого. Само не ставайте услугата, която всички очакват.","You help friends practically — with time, with your hands, with care. You are content when there is somebody to do it for. Just do not become the favour everybody expects."
"venus","11","moon","7","Влюбвате се в приятел и това ви е познатият път. Един човек от кръга става център. Тук е добре да не смесвате всичко наведнъж.","You fall for a friend, and that is your familiar road. One person from the circle becomes the centre. Better here not to mix everything at once."
"venus","11","moon","8","С приятели ви свързват общи пари и общи тайни. Ревнувате за вниманието им повече, отколкото признавате. Тук честният разговор пази връзката.","Shared money and shared secrets tie you to your friends. You are more jealous of their attention than you admit. An honest conversation here saves the bond."
"venus","11","moon","9","Приятелите ви са от различни места и това ви храни. Обичате да гостувате и да ви гостуват. Останете ли само с местните, ви става тясно.","Your friends come from different places and that feeds you. You like visiting and being visited. Left only with the local ones, you feel hemmed in."
"venus","11","moon","10","Държите на това как изглежда кръгът ви пред хората. Приятелите ви влизат и в работата. Тук е добре да имате и някой без връзка с кариерата.","You mind how your circle looks to other people. Your friends get into the work as well. Best here to keep somebody with no connection to the career."
"venus","11","moon","11","Тук чувството и компанията са едно — своите са ви домът. Настроението ви идва от групата и се връща в нея. Само пазете едно решение да е само ваше.","Here the feeling and the company are one thing — your people are your home. Your mood comes from the group and goes back into it. Just keep one decision entirely your own."
"venus","11","moon","12","Имате приятел, с когото мълчите добре. Обичта ви не се показва пред другите. Тук е добре понякога да я кажете на глас.","You have a friend with whom silence is comfortable. Your affection is not displayed to others. It helps here to say it out loud sometimes."
