"planet","house","ruler","ruler_house","bg","en"
"sun","3","jupiter","1","Разказвате широко и хората ви вярват, защото им звучите уверени. Тук сами си определяте мярката, а мярката не ви е силата — обещавате в движение. Каквото свършите обаче, го свършвате едро.","You tell it big and people believe you because you sound sure. You set your own limit here and limits are not your strength: the promises come mid-sentence. What you do finish, though, you finish on a large scale."
"sun","3","jupiter","2","Приказката ви изкарва пари — обяснявате, продавате, свързвате хора. Един разговор ви струва повече от седмица труд. Само внимавайте да не харчите наред с говоренето.","Your talk earns money: you explain, you sell, you connect people. One conversation is worth more to you than a week of labour. Just watch the spending that keeps pace with the talking."
"sun","3","jupiter","3","Тук сте на мястото си: учене, обясняване, срещи, движение. Материята ви влиза лесно и после я предавате на другите. Опасността е да минете през много неща, без да задълбочите в едно.","This is where you belong: learning, explaining, meetings, movement. A subject goes in easily and then you pass it on. The danger is covering a lot of ground without going deep into any of it."
"sun","3","jupiter","4","Говорите с гръб от дома. Семейството ви е дало увереността, с която обяснявате, и езика, на който го правите. Разклати ли се домът, приказката ви губи топлината си.","You speak with the home behind you. The family gave you the confidence you explain with and the language you do it in. Shake the house and your talk loses its warmth."
"sun","3","jupiter","5","Разказвате така, че хората идват да ви слушат. Учите, докато ви е забавно, и спирате в момента, в който стане задължение. Тук се печели от вдъхновение, не от дисциплина.","You tell it in a way that makes people come to listen. You learn while it entertains you and stop the moment it becomes a duty. Inspiration earns here, not discipline."
"sun","3","jupiter","6","Умът ви расте от свършена работа, не от планове. Обяснявате практично и хората го ползват веднага. Само не поемайте повече обяснения, отколкото имате време да довършите.","Your mind grows out of finished work rather than plans. You explain practically and people put it to use at once. Just do not take on more explaining than you have time to finish."
"sun","3","jupiter","7","Мислите на едро, но истинската школовка ви идва през друг човек. Прав партньор ви отваря темите; грешният ви залива с приказки. Тук се учи чрез разговор, не чрез четене.","You think broadly, but the real schooling comes through another person. The right partner opens the subjects; the wrong one buries you in talk. You learn by conversation here, not by reading."
"sun","3","jupiter","8","Питате за неща, които другите заобикалят, и получавате отговор. Хората ви разказват онова, което пазят за себе си. Затова знаете повече, отколкото ви е удобно.","You ask about the things others go around, and you get an answer. People tell you what they keep to themselves. So you know more than is comfortable."
"sun","3","jupiter","9","Дребната приказка ви е тясна — искате смисъл, посока, голяма картина. Пътувате, четете, преподавате, и точно оттам растете. Затворят ли ви в квартала, се смалявате видимо.","Small talk is too narrow for you: you want meaning, a direction, the big picture. You travel, read and teach, and that is exactly where you grow. Confine you to the neighbourhood and you visibly shrink."
"sun","3","jupiter","10","Думите ви работят за името ви. Обяснявате пред хора, които решават, и то ви носи. Внимавайте само да не обещавате публично неща, които после трябва да носите сами.","Your words work for your name. You explain in front of people who decide and it pays. Just be careful about promising in public what you will later carry alone."
"sun","3","jupiter","11","Хората в кръга ви подават темите, а вие ги разнасяте. Сред приятели говорите най-добре и най-искрено. Общата кауза ви дава език, който сами не бихте намерили.","The people in your circle hand you the subjects and you carry them further. Among friends you speak at your best and most honestly. A shared cause gives you a language you would not find alone."
"sun","3","jupiter","12","Най-хубавите ви мисли идват в тишина и без свидетели. После ги изнасяте навън, а хората се чудят откъде ги знаете. Внимавайте да не обещавате наум неща, които не сте казали на никого.","Your best thinking arrives in silence with no witnesses. Then you bring it out and people wonder where you got it. Watch the promises you make in your head and never say aloud."
"sun","3","saturn","1","Говорите малко и премислено, и точно това ви дава тежест. Никой не ви е учил да пестите думи — сами сте се научили, обикновено след като са ви стрували. Тук мълчанието е избор, не стеснителност.","You speak little and only after thinking, and that is exactly what gives you weight. Nobody taught you to ration words; you learned it yourself, usually after they cost you. Silence is a choice here, not shyness."
"sun","3","saturn","2","Приказвате, когато има смисъл и когато носи. Обещаете ли, го изпълнявате, и хората разчитат на това. Тук думата се цени като пари, защото и вие така я мерите.","You talk when there is a point and when it pays. When you promise you deliver and people rely on it. A word is valued like money here, because that is how you measure it."
"sun","3","saturn","3","Ученето ви е било трудно и точно затова се е задържало. Знаете нещата основно, не бегло, и се дразните от повърхностното. Брат, съсед или учител отрано ви е показал колко тежи една дума.","Learning came hard to you and that is exactly why it stayed. You know things thoroughly rather than in passing, and shallowness irritates you. A sibling, a neighbour or a teacher showed you early what a word weighs."
"sun","3","saturn","4","Мълчанието идва от дома. Там не се е говорело за важното или са ви учили да не питате. Затова и днес ви е трудно да кажете това, което ви занимава.","The silence comes from home. Either the important things were not discussed there, or you were taught not to ask. Which is why saying what occupies you is still hard."
