"planet","house","ruler","ruler_house","bg","en"
"sun","5","sun","5","Играете, за да сте себе си, и това не е дребно. Тук никой не ви разрешава и никой не ви спира — сядате и правите, влюбвате се, залагате. Ако не създавате нищо, започвате да гаснете, и то се вижда.","You play in order to be yourself, and that is not a small thing. Nobody grants you permission here and nobody stops you — you sit down and make something, fall in love, place the bet. Stop creating and you begin to dim, and it shows."
"sun","5","mercury","4","Хубавото ви идва наум вкъщи — там го измисляте, там го обсъждате, оттам започва. Децата, любовта, писането: всичко минава през кухненската маса и през това, което сте чували като малки. Излезете ли от този кръг, идеите ви изтъняват.","Your good ideas arrive at home — thought up there, talked over there, started there. Children, love, the writing: it all passes through the kitchen table and through what you heard growing up. Away from that circle your ideas thin out."
"sun","5","mercury","5","Забавлявате се с главата си. Идеята ви е удоволствието — измисляте игра, шега, история, и точно там сте най-много себе си. Пазете се само от увлечението да говорите за нещо вместо да го направите.","Your fun happens in your head. The idea is the pleasure — you invent a game, a joke, a story, and there you are most yourself. Just beware the habit of talking a thing through instead of making it."
"sun","5","mercury","6","Радостта ви минава през работа — репетиция, чернова, поправка, пак. Не ви върви вдъхновението на пристъпи, върви ви редовното сядане. Затова се получава там, където другите се отказват от скука.","Your joy runs through work — rehearsal, draft, correction, again. Inspiration in bursts does not serve you; sitting down regularly does. Which is why you get somewhere others abandon out of boredom."
"sun","5","venus","2","Обичате хубавото и то си иска парите. Ухажването, децата, играта — всичко у вас върви с покупка, с подарък, с нещо, което да се пипне. Добра ли е сметката, животът ви е весел; не е ли, се стягате и веднага ви личи.","You love the good things and they cost. Courting, children, play — it all comes with a purchase, a gift, something you can touch. When the balance is healthy your life is cheerful; when it is not you tighten, and it shows at once."
"sun","5","venus","3","Печелите с говорене. Една дума на място и човекът е ваш, залата е ваша, детето се засмива. Държи се на близкото: съседи, познати, брат или сестра, разговор в квартала.","You win people by talking. One well-placed word and the person is yours, the room is yours, the child laughs. It holds together locally: neighbours, acquaintances, a brother or sister, a conversation down the street."
"sun","5","venus","4","Най-хубавите ви часове са вкъщи. Дом с музика, готвене, деца, някой на дивана — това ви е и удоволствието, и целта. Излизането наяве ви струва повече, отколкото признавате.","Your best hours are at home. A house with music, cooking, children, someone on the sofa — that is both the pleasure and the point. Going out into public view costs you more than you admit."
"sun","5","venus","5","Тук ви е добре и това е цялата тайна. Влюбвате се лесно, играете лесно, харесват ви и вие харесвате. Внимавайте само да не оставите всичко на чара — той отваря вратата, но не върши работата.","You are at ease here and that is the whole secret. You fall in love easily, play easily, are liked and like in return. Just do not leave everything to charm — it opens the door but does not do the work."
"sun","5","venus","6","Прави ви щастливи занаятът. Нещо с ръце, дълго, търпеливо, докато излезе хубаво — там сте на мястото си. Романтиката ви също идва от работа: срещате хора, докато вършите нещо, не докато търсите.","A craft makes you happy. Something with your hands, slow, patient, worked until it comes out well — that is where you belong. Your romance comes out of work too: you meet people while doing something, not while looking."
"sun","5","venus","7","Играете на двойки. Сам не ви е забавно — трябва партньор, публика, някой отсреща, който да отвърне. Затова изборът на човек ви решава веселието за години напред.","You play in pairs. Alone it is not fun — you need a partner, an audience, someone opposite who answers back. Which is why your choice of person decides your cheer for years ahead."
"sun","5","venus","8","Влюбвате се дълбоко и не наполовина. Удоволствието ви е там, където има риск — чужди пари, тайна, обвързване, което не се развързва лесно. Леките неща ви скучаят, а тежките ви държат.","You love deeply and never by halves. Your pleasure lives where there is risk — someone else's money, a secret, a tie that does not untie easily. Light things bore you; heavy ones hold you."
"sun","5","moon","1","Настроението ви е на лицето и всеки го чете. Влюбите ли се, се вижда; отиде ли ви играта, също. Тук вие сте мярката — създавате, когато ви е добре, и спирате, когато не ви е.","Your mood sits on your face and everyone reads it. Fall in love and it shows; lose the appetite for play and that shows too. You are the measure here — you create when you feel well and stop when you do not."
"sun","5","moon","2","Веселието ви се мери с това, което имате. Дойдат ли пари, се разиграват — подаръци, излети, залагане на нещо. Само че щедростта ви е по настроение и после сами се чудите къде отиде всичко.","Your fun is measured by what you have. When money comes it gets played with — presents, outings, a bet on something. Your generosity runs on mood, though, and later you wonder where it all went."
"sun","5","moon","3","Хубавото ви идва през хората наоколо — един разговор, едно обаждане, някой ви подхвърля идея и вие пламвате. Разказвате увлекателно и точно с това привличате. Утихнат ли приказките, утихвате и вие.","The good comes to you through the people nearby — a conversation, a call, somebody tosses you an idea and you catch fire. You tell a story well and that is exactly what draws people. When the talk goes quiet, so do you."
"sun","5","moon","4","Всичко хубаво у вас започва вкъщи. Децата, играта, любовта — гледате ги през семейството и през това как е било при вашите. Няма ли мир в къщата, няма и радост, колкото и да я търсите навън.","Everything good in you starts at home. Children, play, love — you see them through family and through how it went in your parents' house. With no peace indoors there is no joy, however hard you look for it outside."
"sun","5","moon","5","Живеете за приятното и не се извинявайте. Влюбвате се по настроение, играете по настроение, а децата са ви лично удоволствие, не задължение. Само че приливът си има и отлив: не всеки ден ще ви е весело.","You live for the pleasant and need not apologise. You fall in love on mood, play on mood, and children are a personal pleasure to you rather than a duty. The tide goes out too, though: not every day will be a cheerful one."
"sun","5","moon","6","Радостта ви идва на порции, между задачите. Помага ви навикът — час на ден за своето, и се съживявате. Оставите ли го само на настроението, работата изяжда всичко и после сте кисели без причина.","Your joy arrives in portions, between the tasks. Routine helps you — an hour a day for your own thing and you revive. Leave it to mood alone and the work eats everything, and then you are sour for no reason."
"sun","5","moon","7","Веселието ви зависи от човека до вас. С добър партньор играете, творите, смеете се; с раздразнен затваряте всичко и чакате. Затова тук не избирате хоби, а човек.","Your cheer depends on the person beside you. With a good partner you play, make things, laugh; with an irritated one you shut it all down and wait. So the choice here is not a hobby but a person."
"sun","5","moon","8","Привързвате се силно и трудно пускате. Влюбването ви е като вода — влиза навсякъде, а после боли, когато трябва да излезе. Тук се променяте през загуби и през чужди пари, не през леки увлечения.","You attach hard and let go slowly. Falling in love is like water in you: it gets in everywhere, then hurts on the way out. You change here through losses and other people's money, not through light infatuations."
"sun","5","moon","9","Разиграва ви далечното — път, чужд език, вяра, нещо голямо, което да ви носи. Влюбвате се в човек от друго място или направо в идея, и тръгвате. Останете ли на едно място без хоризонт, бързо ви става безинтересно.","Distance is what livens you — travel, another language, a faith, something large to carry you. You fall in love with a person from elsewhere, or with an idea outright, and off you go. Stay put with no horizon and you go dull fast."
"sun","5","moon","10","Приятното ви лесно става работа. Каквото започнете за удоволствие, накрая го показвате на хора и то ви прави име. Оттам идва и капанът: започвате да играете за одобрение, а тогава спира да ви радва.","What is pleasant to you easily turns into a job. Whatever you begin for fun ends up shown to people and makes your name. Hence the trap: you start playing for approval, and that is when it stops giving you joy."
"sun","5","moon","11","Забавно ви е сред своите. Компанията ви носи и идеите, и любовта, и смелостта да опитате — сам не бихте посегнали. Сменят ли се приятелите, се сменя и това, което ви радва.","You have fun among your people. The circle brings you the ideas, the love and the nerve to try — alone you would not reach for it. When the friends change, what pleases you changes with them."
"sun","5","moon","12","Най-своето си пазите скрито. Пишете, рисувате, влюбвате се тихо и рядко го показвате, защото сте по-нежни, отколкото ви личи. Тук е важно да не се криете толкова, че да си отнемете и радостта.","Your most personal things you keep hidden. You write, draw, fall in love quietly and rarely show it, because you are more tender than you look. The task here is not to hide so well that you take the joy away too."
"sun","5","mars","1","Хвърляте се сам и веднага. Играта, флиртът, начинанието тръгват от вас, с тяло и напор, без да чакате знак. Смелостта ви е истинска, само че често удряте челно там, където един завой би стигнал.","You throw yourself in, alone and immediately. The game, the flirt, the venture start from you, physically and hard, with nobody's signal. The courage is real; you just charge head-on where a turn would have done."
"sun","5","mars","2","Залагате пари и ви е приятно да го правите. Печалбата ви пали повече от самата игра, а загубата ви ядосва бързо. Тук се тръгва смело, но сметката трябва да остане настрана от настроението.","You bet money and you enjoy it. The winning fires you up more than the game itself, and losing angers you fast. You start out bold here, but keep the accounts away from the mood."
"sun","5","mars","3","Влизате в спор, както други влизат в игра — за удоволствие. Езикът ви е бърз и остър, флиртувате с думи и печелите с тях. Само че същите думи ви разкарват хора, които са държали на вас.","You enter an argument the way others enter a game — for the fun of it. Your tongue is quick and sharp, you flirt in words and win with them. The same words also drive off people who were fond of you."
"sun","5","mars","4","Огънят ви е вътре в къщата. Там се карате, там се борите за своето, там пазите децата като територия. Спокоен ли е домът, играта ви навън е лека; не е ли, изнасяте свадата със себе си.","The fire in you burns indoors. That is where you quarrel, where you fight for your own, where you guard the children like territory. With peace at home your play outside is easy; without it you carry the row out with you."
"sun","5","mars","5","Играете, за да спечелите, дори когато казвате, че само се забавлявате. Влюбвате се стремглаво, започвате бързо и се отегчавате, ако няма съперник. Тук няма кой да ви сдържа — само вие.","You play to win, even when you say you are just having fun. You fall in love headlong, start fast, and go bored without a rival. Nobody here reins you in — only you."
"sun","5","mars","6","Изгаряте се в работа и после се чудите защо не ви е весело. Умеете да тренирате, да повтаряте, да си дадете тежко на тялото — с това и постигате. Пазете само здравето: тук се плаща с него.","You burn yourself out in work and then wonder why nothing is fun. You know how to train, repeat and drive your body hard — that is how you get results. Just guard your health: this is where the bill lands."
"sun","5","mars","7","Трябва ви съперник, за да ви е интересно. Играта, флиртът, начинанието се палят от човека отсреща — той ви дава и хъса, и скандала. Затова у вас любовта и борбата вървят заедно.","You need an opponent to stay interested. The game, the flirt, the venture catch fire from the person opposite — they give you the drive and the row. So love and combat travel together in you."
"sun","5","mars","8","Обичате да рискувате с чуждото — пари, тайни, човек, който не се дава лесно. Страстта ви е гореща и ревността идва с нея. Тук се печели много или се губи всичко, средно рядко се получава.","You like risking what belongs to others — money, secrets, a person who does not give in easily. Your passion runs hot and jealousy comes with it. You win big here or lose the lot; the middle rarely happens."
"sun","5","mars","9","Тръгвате нанякъде и там се разгаряте. Спорт, път, чужда страна, дълъг залог за нещо, в което вярвате — това ви държи. Спорите за убеждения и не отстъпвате, дори когато не е нужно.","You set off somewhere and catch fire there. Sport, travel, a foreign country, a long bet on something you believe in — that is what keeps you going. You argue over convictions and will not back down, even when there is no need."
"sun","5","mars","10","Каквото започнете за удоволствие, го превръщате в състезание пред хора. Работите за име и го получавате, защото не се страхувате да излезете напред. Само че началниците ви понасят трудно и вие тях — също.","Whatever you start for pleasure you turn into a contest in public. You work for a name and you get one, because stepping forward does not frighten you. Bosses find you hard going, though, and you find them the same."
"sun","5","mars","11","С компания ставате смели. Приятелите ви вкарват в начинания, в залози, в неща, които сам не бихте започнали — и тук се получава. Внимавайте с кого се хващате: чуждият огън лесно става ваша загуба.","In company you turn bold. Friends pull you into ventures, bets and things you would never begin alone — and here it works. Watch who you throw in with: someone else's fire easily becomes your loss."
"sun","5","mars","12","Желанието ви е силно, но скрито, и точно затова понякога се обръща срещу вас. Играете тайно, влюбвате се тайно, залагате, без да казвате на никого. Извадите ли го наяве, спира да ви пречи.","Your desire is strong but hidden, and that is exactly why it sometimes turns on you. You play in secret, love in secret, bet without telling anyone. Bring it into the open and it stops working against you."
"sun","5","jupiter","1","Влизате широко и хората ви вярват. Смеете се лесно, обещавате лесно, започвате с размах и това ви отваря врати. Само че мярката е ваша грижа — никой отвън няма да ви я сложи.","You come in large and people believe you. You laugh easily, promise easily, start on a grand scale, and it opens doors. The limit is your own business, though — nobody outside will set it for you."
"sun","5","jupiter","2","Хубавото ви идва през пари и то щедро. Играете на голямо, харчите за удоволствие и обикновено ви се връща. Пазете се от апетита: расте по-бързо от печалбата.","Good things come to you through money, and generously. You play big, spend for pleasure and it usually comes back. Watch the appetite: it grows faster than the takings."
"sun","5","jupiter","3","Разказвате така, че хората идват. Едно обяснение, един урок, една шега — и вече сте им учител, без да сте се обявявали. Разпилявате се на много малки неща, а голямото чака.","You explain things in a way that brings people in. One lesson, one story, one joke, and you are their teacher without ever claiming the title. You scatter across many small things while the big one waits."
"sun","5","jupiter","4","Къщата ви е широка, дори когато е малка. Каните хора, храните ги, децата растат в шум и това ви е радостта. Оттам идва и подкрепата: коренът ви е богат, макар да не се вижда отвън.","Your house is spacious even when it is small. You invite people, feed them, the children grow up in noise, and that is your joy. The backing comes from there too: your roots are rich, even if it does not show from outside."
"sun","5","jupiter","5","Тук ви върви и се вижда. Деца, любов, залози, начинания — щедро е, много е, понякога твърде много. Дръжте се към едно нещо, иначе се разпределяте на всичко по малко.","This is where your luck runs, and it shows. Children, love, bets, ventures — generous, plentiful, sometimes too much. Hold to one thing, or you spread yourself thin over all of them."
"sun","5","jupiter","6","Расте ви от работа. Каквото правите редовно и добре, се разширява само — един ученик води друг, една поръчка води следваща. Само не поемайте повече, отколкото тялото ви носи.","You grow through work. Whatever you do regularly and well expands on its own — one student brings another, one order brings the next. Just do not take on more than your body carries."
"sun","5","jupiter","7","Идва ви през хора и то щедро. Един партньор, един брак, един договор — и се отваря повече, отколкото сам бихте направили. Пазете се само да не обещавате от учтивост.","It comes to you through people, and generously. One partner, one marriage, one contract, and more opens up than you would have managed alone. Just do not make promises out of politeness."
"sun","5","jupiter","8","Печелите от чуждото — пари, наследено, дял, доверие, което ви дават. Играта ви е дълбока и рискована, но обикновено излизате отгоре. Не разчитайте вечно на това, че ще ви се размине.","You gain through what belongs to others — money, an inheritance, a share, trust that is handed to you. Your game is deep and risky, and you usually come out on top. Do not count forever on getting away with it."
