"planet","house","ruler","ruler_house","bg","en"
"sun","1","saturn","1","Държите се сдържано и хората ви приемат насериозно, често по-рано, отколкото ви се иска. Тук сами си слагате юздите — няма кой да ви разреши да се отпуснете. Затова изглеждате по-възрастни от годините си.","You carry yourself with restraint and people take you seriously, often earlier than you would like. You hold your own reins here, with nobody to grant you permission to ease off. Which is why you look older than your years."
"sun","1","saturn","2","Излизате премерено, защото знаете колко струва всичко. Увереността ви идва от изкараното с труд, не от приказки. Тънко ли е с парите, се затваряте и започвате да отказвате неща, които бихте искали.","You step out measured because you know the price of everything. Confidence comes from what you earned the hard way, not from talk. When money is thin you close up and start declining things you actually want."
"sun","1","saturn","3","Говорите малко и премислено, и точно това ви дава тежест. Решава се в думите: обещаното се помни, изреченото напразно ви струва. Ученето ви е било трудно и затова се е задържало.","You speak little and only after thinking, and that is exactly what gives you weight. It gets decided in words: a promise is remembered, an idle one costs you. Learning came hard, which is why it stayed."
"sun","1","saturn","4","Отвън сте стабилни, а тежестта е у дома. Носили сте отговорност рано — родител, брат, положение, което не сте избрали. Затова строите своя дом нарочно и внимателно.","Outside you are steady; the weight is at home. You carried responsibility early — a parent, a sibling, a situation you did not choose. So you build your own house deliberately and with care."
"sun","1","saturn","5","Изглеждате сериозни и малко затворени, а точно радостта ви е задачата. Играта и рискът не ви идват сами, но щом се хванете за нещо, го довършвате. Децата и творенето ви отварят повече от всяко усилие.","You look serious and a little closed, while joy is precisely the task. Play and risk do not come naturally, but once you commit you finish. Children and making things open you more than any effort does."
"sun","1","saturn","6","Всичко се решава в режима и в тялото. Работите много и почивате зле, а лицето ви казва точно колко сте се преуморили. Тук досадните навици ви държат изправени.","Everything is decided by routine and by the body. You work a lot and rest badly, and your face reports exactly how much you have overdone it. Dull habits are what keep you upright here."
"sun","1","saturn","7","Държите се самостоятелно, а всичко минава през обвързване. Или го избягвате дълго, или го носите докрай — средно положение при вас няма. Връзките, които остават, са тези, за които сте се потрудили.","You carry yourself as self-sufficient while everything runs through commitment. You either avoid it for years or honour it completely; there is no middle for you. The bonds that last are the ones you worked at."
"sun","1","saturn","8","Изглеждате овладени, защото сте минали през неща, които не разказвате. Дългове, загуби, чужди пари — там сте пораснали. Затова хората ви търсят точно когато им е най-тежко.","You look composed because you have been through things you do not recount. Debts, losses, other people's money — that is where you grew up. Which is why people come to you exactly when it is worst for them."
"sun","1","saturn","9","Не приемате нищо на доверие и това се вижда по държането ви. Вярата ви е проверена, затова и тежи, когато я изкажете. Учението ви е бавно, но не се изпарява.","You take nothing on trust and it shows in your bearing. Your beliefs are tested, which is why they carry weight when you state them. Learning is slow for you and does not evaporate."
"sun","1","saturn","10","Тук сте на мястото си: работа, отговорност, име, изградено с години. Признанието идва по-късно от при другите, но остава. Внимавайте само да не мерите цялата си стойност с постигнатото.","This is where you belong: work, responsibility, a name built over years. Recognition arrives later than for others and it stays. Just be careful not to measure your whole worth by what you achieved."
"sun","1","saturn","11","Изглеждате резервирани и точно затова ви уважават в групата. Приятелите ви са малко и истински, а те решават повече, отколкото признавате. Групите ви изморяват, но без хора се вкаменявате.","You look reserved and that is exactly why the group respects you. Your friends are few and real, and they decide more than you admit. Groups tire you, yet without people you go rigid."
"sun","1","saturn","12","Носите нещо, за което не говорите, и то се чете в държането ви. Решава се на тихо: сами, без публика, без обяснения. Тук самотата ви е и лекарство, и цена.","You carry something you do not talk about and it reads in how you hold yourself. It gets settled quietly: alone, without an audience, without explanations. Solitude is both the medicine and the price."
