"planet","house","ruler","ruler_house","bg","en"
"jupiter","5","jupiter","5","Играете едро — повече деца, повече поводи, повече залози. Талантът ви расте, когато го показвате. Тук вие решавате кога да спрете и точно това е трудното.","You play big — more children, more occasions, more bets. Your talent grows when you show it. You decide here when to stop, and that is exactly the hard part."
"jupiter","5","sun","1","Радвате се на живота открито и хората ви следват. Талантът ви е видим и се търси. Само не поемайте сцена заради самото внимание.","You enjoy life openly and people follow. Your talent is visible and in demand. Just do not take the stage for the attention alone."
"jupiter","5","sun","2","Талантът ви носи пари, ако го изнесете пред хора. Харчите за удоволствие смело. Само не залагайте месечния бюджет за една вечер.","Your talent brings money once you take it out in public. You spend boldly on pleasure. Just do not stake the month's budget on one evening."
"jupiter","5","sun","3","Разказвате и слушат ви и деца, и възрастни. Играта ви е в думите. Тук обещавате леко и после гоните обещаното.","You tell a story and both children and adults listen. Your play is in words. Here you promise easily and then chase what you promised."
"jupiter","5","sun","4","Празникът ви е вкъщи и пълен с хора. Децата растат в шумна и щедра къща. Само не поемайте цялото събиране сами.","Your celebration is at home and full of people. The children grow up in a loud, generous house. Just do not take the whole gathering on yourself."
"jupiter","5","sun","5","Тук всичко е на място: радостта е вашата работа и я вършите добре. Хората идват при вас за настроение. Само не мерете стойността си с аплодисменти.","Here everything sits in place: gladness is your work and you do it well. People come to you for the mood. Just do not measure your worth in applause."
"jupiter","5","sun","6","Талантът ви влиза в ежедневната работа и там расте. Радвате се на добре свършеното. Само не превръщайте хобито в задължение.","Your talent goes into the daily work and grows there. You take pleasure in a job well done. Just do not turn the hobby into a duty."
"jupiter","5","sun","7","Романтиката ви е щедра и вие давате първи. Партньорът ви разширява играта. Внимавайте с обещанията в добро настроение.","Your romance is generous and you give first. A partner widens the game. Watch the promises made in a good mood."
"jupiter","5","sun","8","Рискувате едро и обикновено ви върви. Страстта ви е дълбока и скъпа. Не разчитайте вечно да ви се разминава.","You risk big and it usually goes well. Your passion is deep and expensive. Do not count on always getting away with it."
"jupiter","5","sun","9","Радостта ви е далеч — път, чужди хора, нещо ново. Влюбвате се в големи идеи. Тук стоенето ви гаси.","Your gladness is far away — a road, foreign people, something new. You fall in love with big ideas. Staying put dims you here."
"jupiter","5","sun","10","Талантът ви излиза пред публика и ви прави име. Обичате сцената и тя ви обича. Само не поемайте повече, отколкото ще довършите.","Your talent goes out in front of an audience and makes your name. You love the stage and it loves you. Just do not take on more than you will finish."
"jupiter","5","sun","11","Забавлявате се в компания и там ви идват възможностите. Приятелите ви дават повод и смелост. Само не плащайте сметката на всички.","You enjoy yourself in company and the openings come from there. Friends give you the occasion and the nerve. Just do not pick up everybody's bill."
