"planet","house","ruler","ruler_house","bg","en"
"saturn","11","saturn","11","Приятелите ви са малко, стари и проверени, и точно затова издържат. Влизате в компания бавно, а после оставате години. Тук никой не ви подбира кръга — вие го подбирате и обикновено твърде строго.","Your friends are few, old and tested, and that is exactly why they last. You join a crowd slowly and then you stay for years. Nobody picks your circle here: you pick it, and usually too strictly."
"saturn","11","sun","1","Вие сте човекът, на когото се обаждат, когато стане сериозно. Не търсите нови хора и не се обиждате от това. Само поискайте и вие нещо понякога.","You are the one people call when it turns serious. You do not look for new people and it does not bother you. Just ask for something yourself sometimes."
"saturn","11","sun","2","Общите пари уговаряте предварително и без емоция. Не давате на заем без срок. Тук едно ясно условие пази и приятеля, и парите.","You settle shared money in advance and without emotion. You do not lend without a date. One clear condition here protects both the friend and the money."
"saturn","11","sun","3","В група говорите рядко, но когато кажете, спорът спира. Не влизате в общи приказки. Тук един въпрос отваря повече от десет мнения.","In a group you speak rarely, and when you do the argument stops. You do not join loose talk. One question here opens more than ten opinions."
"saturn","11","sun","4","Приятелите ви идват през рода и остават десетилетия. Малко хора са влизали у вас. Само не затваряйте вратата съвсем.","Your friends came through the family and they stay for decades. Few people have been inside your place. Just do not close the door altogether."
"saturn","11","sun","5","Веселите ви хора са двама и това ви стига. Не тичате по компании и с право. Дайте си една вечер без план.","Your cheerful people number two and that is enough. You do not chase crowds, and rightly. Give yourself one evening with no plan."
"saturn","11","sun","6","В екипа сте човекът, който върши и издържа. Приятелствата ви идват от работа. Само не поемайте задачите на всички.","In the team you are the one who does it and endures. Your friendships come out of work. Just do not take on everybody's tasks."
"saturn","11","sun","7","Един приятел ви е и партньор, и това е за години. Съюзите ви са малко и ясни. Каквото уговорите, ще се спази.","One friend is also a partner, and it is for years. Your alliances are few and clear. What you agree will be kept."
"saturn","11","sun","8","В общи пари влизате след дълга проверка. Дълг между свои ви тежи, докато не се върне. Тук отказът навреме пази всички.","You go into shared money only after long checking. A debt between friends weighs on you until it is repaid. A timely refusal here protects everybody."
"saturn","11","sun","9","Съмишлениците ви са малко и сериозни. Влизате в общо дело след години наблюдение. Тук един учител струва повече от цяла компания.","Your like-minded people are few and serious. You join a shared undertaking after years of watching. One teacher here is worth a whole crowd."
