"planet","house","ruler","ruler_house","bg","en"
"mars","9","mars","9","Тръгвате, когато другите още обсъждат, и спорите за убеждения, без да се извинявате. Пътят, изпитът и чуждата страна се вземат с щурм. Тук никой няма да ви даде разрешение — вие го взимате.","You set off while others are still discussing it, and you argue over convictions without apology. The road, the exam and the foreign country all get taken by storm. Nobody here will give you permission — you take it."
"mars","9","sun","1","Тръгвате сами и се справяте от първия ден. Убежденията ви са лични и ги защитавате открито. Само не превръщайте всеки спор в тест за характер.","You go alone and manage from the first day. Your convictions are personal and you defend them openly. Just do not turn every argument into a test of character."
"mars","9","sun","2","Пътувате и учите за нещо, което носи. Изкарвате сами парите за всяка стъпка. Тук не чакате стипендия, а работите за нея.","You travel and study for something that pays. You earn the money for every step yourself. You do not wait for a grant here, you work for it."
"mars","9","sun","3","Спорите за големите въпроси с най-близките. Учите се в движение, не на бюро. Тук острата дума ви отваря път и после ви го затваря.","You argue about the big questions with the people closest to you. You learn on the move, not at a desk. A sharp word here opens the road and then closes it."
"mars","9","sun","4","Тръгвате далеч и семейството не го приема тихо. Правите си дом там, където стигнете. Тук благословията идва след факта.","You go far and the family does not take it quietly. You make your home wherever you land. The blessing here comes after the fact."
"mars","9","sun","5","Учите се, като рискувате, и обичате да го показвате. Пътувате за преживяване, а не за диплома. Тук хъсът ви върши повече от плана.","You learn by risking and you like it seen. You travel for the experience, not for a certificate. Appetite does more for you here than a plan."
"mars","9","sun","6","Работата ви мести и вие сте готови всеки момент. Учите занаята в чужд град и то бързо. Само не се хвърляйте в ново, преди да сте приключили старото.","Work moves you and you are ready at any moment. You learn the trade in a strange city, and fast. Just do not plunge into something new before finishing the old."
"mars","9","sun","7","Спорите с партньора за посоката и после тръгвате заедно. Другият ви дава каузата и съпротивата. Сами тук по-рядко се стига до края.","You argue with a partner about the direction and then set off together. The other person supplies both the cause and the resistance. Alone you less often reach the end here."
"mars","9","sun","8","Борите се за право и стигате до документи и дела. Знанието ви е дошло през загуба. Тук истината се плаща, но си струва.","You fight for what is right and it goes as far as papers and proceedings. Your knowledge came through a loss. Truth is paid for here, and it is worth it."
"mars","9","sun","9","Тук всичко е на място: вие сте човекът, който тръгва и учи с бой. Хората ви познават по убежденията. Само не бъркайте увереност с правота.","Here everything sits in place: you are the one who sets off and learns by fighting. People know you by your convictions. Just do not confuse confidence with being right."
"mars","9","sun","10","Чуждото ви носи позиция и вие я взимате смело. Пробивате с диплома, език или опит отвън. Внимавайте да не изгорите връзки, които ще ви трябват.","The foreign brings you a position and you take it boldly. You break through with a qualification, a language or experience from abroad. Careful not to burn contacts you will need."
"mars","9","sun","11","Каузите ви идват от група и вие ставате гласът. Тръгвате с хора и се биете за общото. Само че не всяка чужда битка е ваша.","Your causes come from a group and you become the voice. You set off with people and fight for what is shared. But not every fight of theirs is yours."
"mars","9","sun","12","Борите се вътрешно за вяра, за която не говорите. Тръгвате тихо и без обяснения. Кажете го на един човек — така се връщате по-леко.","You fight inwardly for a faith you never discuss. You leave quietly and without explaining. Tell one person — you come back easier that way."
