"planet","house","ruler","ruler_house","bg","en"
"pluto","6","sun","1","Работата ви е там, където другите не издържат, и вие го знаете. Присъствието ви оправя процеси. Само не поемайте всичко на едно рамо.","Your work is where others do not last, and you know it. Your presence sets processes right. Just do not take everything onto one shoulder."
"pluto","6","sun","2","Плащат ви за това, че оправяте бъркотии. Никой друг не иска тази задача. Взимайте истинска цена за нея.","You are paid for sorting out messes. Nobody else wants that task. Charge a real price for it."
"pluto","6","sun","3","Обяснявате как се прави и хората ви слушат до края. Точността ви е авторитет. Правете го за пари.","You explain how it is done and people listen to the end. Your precision is authority. Do it for money."
"pluto","6","sun","4","Работите за дома си и това ви е причината. Никой не пита защо толкова. Кажете го веднъж.","You work for your home and that is your reason. Nobody asks why so much. Say it once."
"pluto","6","sun","5","Работата ви е любимото и точно затова не спирате. Другите виждат само часовете. Оставяйте и празен ден.","The work is your favourite thing, which is exactly why you do not stop. Others see only the hours. Leave an empty day too."
"pluto","6","sun","6","Тук всичко е на място: издържливостта е самата ви сила. Правите докрай и без шум. Само слушайте тялото рано.","Here everything sits in place: endurance is your strength itself. You go to the end and without noise. Just listen to your body early."
"pluto","6","sun","7","Работите с един човек и той решава темпото. Не ви е удобно. Кажете какво издържате.","You work with one person and they set the pace. It does not suit you. Say what you can sustain."
"pluto","6","sun","8","Влизате в задачи, които са свързани с чужди пари или с край на нещо. Никой не иска това място. Взимайте за тежестта.","You go into tasks tied to other people's money, or to the ending of something. Nobody wants that seat. Charge for the weight."
"pluto","6","sun","9","Работата ви иска по-широко поле — друг град, друг език. Тук вие сте над мястото. Гледайте навън.","Your work wants a wider field — another city, another language. Here you are above the position. Look outwards."
"pluto","6","sun","10","Носите отговорност, която не е записана никъде. Всички разчитат на вас. Поискайте да е записана.","You carry a responsibility written down nowhere. Everybody relies on you. Ask for it in writing."
"pluto","6","sun","11","В екипа вие сте човекът, който издържа. Приемат го за даденост. Кажете кога свършва издръжливостта.","In the team you are the one who lasts. It is taken for granted. Say when the endurance ends."
"pluto","6","sun","12","Работите неща, за които никой не знае, че сте вие. Не ви е нужно признание. Оставете една следа.","You do work nobody knows is yours. You need no recognition. Leave one trace."
"pluto","6","moon","1","Тялото ви подава сигнал, преди умът да е разбрал. Настроението и здравето ви са едно. Спете, преди да сте се разболял.","Your body signals before your mind understands. Your mood and your health are one thing. Sleep before you fall ill."
"pluto","6","moon","2","Работите за сигурност, а не за напредък. Спокойната смяна ви е по-скъпа от голямата заплата. Не се оправдавайте.","You work for security rather than advancement. A calm shift is worth more to you than a big salary. Do not apologise."
"pluto","6","moon","3","Дребните оплаквания на колеги ви изморяват повече от задачата. Всеки тон влиза. Слушайте по-малко.","Colleagues' small complaints tire you more than the task. Every tone gets in. Listen less."
"pluto","6","moon","4","Работите вкъщи или заради дома, и границата се губи. Никога не свършва. Затворете вратата в определен час.","You work at home, or for the home, and the boundary disappears. It never ends. Shut the door at a set hour."
"pluto","6","moon","5","Работата ви върви, когато има радост в нея. Без нея тялото отказва. Търсете точно това.","The work goes when there is gladness in it. Without it your body refuses. Look for exactly that."
"pluto","6","moon","6","Тук всичко е на място: грижата и режимът са самата ви природа. Правите го тихо и всеки ден. Само се грижете и за себе си.","Here everything sits in place: care and routine are your very nature. You do it quietly and every day. Just look after yourself as well."
"pluto","6","moon","7","Работите заедно с човека до вас и се уморявате един от друг. Границата липсва. Направете отделни часове.","You work alongside the person beside you and tire of each other. The boundary is missing. Make separate hours."
"pluto","6","moon","8","Носите чужда болка на работа и после лягате. Смяната ви не свършва на изхода. Оставете едно нещо на друг.","You carry other people's pain at work and afterwards lie down. Your shift does not end at the door. Leave one thing to somebody else."
"pluto","6","moon","9","Работата ви иска движение и промяна на мястото. Едно и също ви приспива. Помолете за друга задача.","Your work wants movement and a change of place. The same thing puts you to sleep. Ask for a different task."
"pluto","6","moon","10","Тревожите се как изглежда работата ви и това ви изморява. Никой не гледа толкова. Свалете стандарта наполовина.","You worry about how your work looks and it tires you. Nobody watches that closely. Halve the standard."
"pluto","6","moon","11","Работите добре в екип, който ви е близък. С чужди хора се затваряте. Изберете екипа, а не заплатата.","You work well in a team that feels close. With strangers you close up. Choose the team rather than the salary."
"pluto","6","moon","12","Работите най-добре сам и на тихо. Отворената стая ви изтощава. Поискайте ъгъл.","You work best alone and in quiet. An open room drains you. Ask for a corner."
"pluto","6","mercury","1","Виждате грешката в системата преди всички. Казвате го твърде директно. Дайте го като въпрос.","You see the fault in the system before anybody. You say it too directly. Offer it as a question."
"pluto","6","mercury","2","Плащат ви за точността и вие проверявате всичко два пъти. Тук вниманието са парите. Не проверявайте пет пъти.","You are paid for precision and you check everything twice. Here the attention is the money. Do not check five times."
"pluto","6","mercury","3","Тук всичко е на място: подробността е самата ви работа. Забелязвате това, което другите пропускат. Само не се губете в дребното.","Here everything sits in place: the detail is the work itself. You notice what others skip. Just do not get lost in the small stuff."
"pluto","6","mercury","4","Работите с документи за дома или за рода си. Никой друг не се хваща. Направете папка и я предайте.","You work with papers for the home or the family. Nobody else takes it on. Make a folder and hand it over."
"pluto","6","mercury","5","Задачата ви върви, когато има игра в нея. Иначе я отлагате. Направете от нея игра нарочно.","The task goes when there is play in it. Otherwise you postpone. Turn it into a game deliberately."
"pluto","6","mercury","6","Правите работата на двама и знаете точно колко е. Никой не го е записал. Запишете го сам.","You do the work of two and know exactly how much it is. Nobody wrote it down. Write it down yourself."
"pluto","6","mercury","7","Работите най-добре с един човек, с когото се разбирате от половин дума. Сам ви е бавно. Пазете тази двойка.","You work best with one person you understand in half a word. Alone you are slow. Guard that pair."
"pluto","6","mercury","8","Разследвате как работят чужди пари и системи. Стигате близо до неудобното. Пазете си гърба с документи.","You investigate how other people's money and systems work. You get close to the uncomfortable. Cover yourself with paperwork."
"pluto","6","mercury","9","Работата ви иска чужд език или друг пазар. Тук знанието ви не се използва. Пратете едно писмо навън.","Your work wants a foreign language or another market. Here your knowledge goes unused. Send one letter out."
"pluto","6","mercury","10","Плащат ви за преценка и една грешна дума струва. Пишете, вместо да казвате. Пазете си кореспонденцията.","You are paid for judgement and one wrong word costs. Write rather than say. Keep your correspondence."
"pluto","6","mercury","11","В екипа всички знаят, че вие ще проверите. Работата е безплатна досега. Кажете кога спирате.","In the team everybody knows you will check. The work has been free so far. Say when you stop."
"pluto","6","mercury","12","Работите тихо и никой не вижда колко мислене е. Резултатът изглежда лесен. Опишете процеса веднъж.","You work quietly and nobody sees how much thinking it is. The result looks easy. Describe the process once."
"pluto","6","venus","1","Работата ви върви, когато в нея има красиво. Грубото ви спъва. Търсете мястото, не заплатата.","The work goes when there is something beautiful in it. The crude gets in your way. Look for the place rather than the salary."
"pluto","6","venus","2","Плащат ви за вкус и за това, че нещата изглеждат добре. Умението ви е стока. Взимайте за него.","You are paid for taste and for making things look right. Your skill is goods. Charge for it."
"pluto","6","venus","3","Уреждате с добра дума неща, за които друг би се борил. Никой не отчита това. Кажете го на глас.","You settle with a kind word what another would fight over. Nobody records that. Say it out loud."
"pluto","6","venus","4","Работите за дома и за да е хубаво в него. Причината ви е ясна. Само оставяйте нещо и за себе си.","You work for the home and to make it good there. Your reason is clear. Just leave something for yourself too."
"pluto","6","venus","5","Работата ви е приятна и точно затова я подценявате. Радостта не е признак на леко. Искайте цена.","Your work is pleasant, which is exactly why you underrate it. Gladness is no sign of easy. Ask a price."
"pluto","6","venus","6","Тук всичко е на място: грижата и вкусът са самата работа. Правите го внимателно, дори когато никой не гледа. Само не се грижете за всички преди себе си.","Here everything sits in place: care and taste are the work itself. You do it attentively even when nobody watches. Just do not look after everybody before yourself."
"pluto","6","venus","7","Работите добре с приятни хора и лошият тон ви спира за дни. Средата ви е условие. Изберете я.","You work well with pleasant people and a bad tone stops you for days. The setting is a condition for you. Choose it."
"pluto","6","venus","8","Правите нещо изпипано, за което не питат кой го е направил. Удоволствието е в грижата. Поискайте нещо за себе си.","You do something neatly that nobody asks the author of. The pleasure is in the caring. Ask for something for yourself."
"pluto","6","venus","9","Работата ви иска по-хубаво място или друга страна. Тук вкусът ви е излишен. Гледайте навън.","Your work wants a better place or another country. Here your taste is surplus. Look outwards."
"pluto","6","venus","10","Плащат ви и за това как се държите с хората. Обноските ви са част от труда. Не ги давайте безплатно.","You are also paid for how you are with people. Your manner is part of the labour. Do not give it for free."
"pluto","6","venus","11","В екипа вие сте човекът, който изглажда. Уреждате и не искате нищо. Поискайте веднъж.","In the team you are the one who smooths things. You arrange and ask for nothing. Ask once."
"pluto","6","venus","12","Правите работата на другите хубава и не ви споменават. Не ви е нужно. Оставете подпис някъде.","You make other people's work beautiful and they do not mention you. You do not need it. Leave a signature somewhere."
"pluto","6","mars","1","Хващате се веднага и вършите бързо, а чакането ви дразни. Тялото плаща темпото. Спрете половин час по-рано.","You get straight to it and work fast, and waiting irritates you. Your body pays for the pace. Stop half an hour earlier."
"pluto","6","mars","2","Работите за своето и не за чужда сметка. Изгодата ви трябва да е ясна. Питайте я предварително.","You work for your own and not on somebody else's account. Your gain has to be clear. Ask about it in advance."
"pluto","6","mars","3","Отговаряте на всяко подмятане на работа и това ви яде силата. Не всичко иска отговор. Оставете две без.","You answer every jibe at work and it eats your strength. Not everything asks for a reply. Leave two alone."
"pluto","6","mars","4","Работите за дома и се борите с всичко, което го застрашава. Причината е силна. Само не се пресилвайте.","You work for the home and fight everything that threatens it. The reason is strong. Just do not overdo it."
"pluto","6","mars","5","Работата ви трябва да е състезание, иначе я отлагате. Срокът ви пали. Слагайте си срокове.","Your work has to be a contest, otherwise you postpone. A deadline lights you up. Set yourself deadlines."
"pluto","6","mars","6","Тук всичко е на място: огънят е в самата работа. Не спирате, докато не е свършено. Само давайте на тялото ден.","Here everything sits in place: the fire is in the work itself. You do not stop until it is done. Just give your body a day."
"pluto","6","mars","7","Спорите с колега или с партньор за темпото. И двамата сте прави. Разделете задачите.","You argue with a colleague or a partner about pace. You are both right. Divide the tasks."
"pluto","6","mars","8","Влизате в тежкото на работата, защото никой друг не иска. Излизате изтощен. Взимайте за това.","You go into the hard part of the work because nobody else will. You come out drained. Charge for it."
"pluto","6","mars","9","Работата ви иска движение и разстояние. На едно място се задушавате. Търсете такава задача.","Your work wants movement and distance. In one place you suffocate. Look for that kind of task."
"pluto","6","mars","10","Борите се публично за условията си и това ви носи и правота, и врагове. Приемате и двете. Пресмятайте цената.","You fight publicly for your terms, which brings you both the right and enemies. You accept both. Reckon the cost."
"pluto","6","mars","11","В екипа вие натискате вместо всички. Ролята ви е дадена. Отказвайте я един път от три.","In the team you apply the pressure for everybody. The role was assigned. Refuse it one time in three."
"pluto","6","mars","12","Работите с натиск, за който никой не знае, и мълчите. Гордостта не ви пуска да кажете. Кажете на един човек.","You work under a pressure nobody knows about and you keep quiet. Pride will not let you say. Tell one person."
"pluto","6","jupiter","1","Работата ви расте, щом ви дадат по-широко място. В тясното се задушавате. Поискайте повече поле.","Your work grows the moment you are given a wider role. In the narrow you suffocate. Ask for more field."
"pluto","6","jupiter","2","Печелите повече, когато поемете повече, и това е било вярно досега. Само проверявайте силата. Не поемайте две наведнъж.","You earn more when you take on more, and that has held so far. Just check the strength. Do not take on two at once."
"pluto","6","jupiter","3","Обяснявате на другите как се прави и те успяват. Учителството ви е неплатено. Искайте да е част от работата.","You explain to others how it is done and they succeed. Your teaching is unpaid. Ask for it to be part of the job."
"pluto","6","jupiter","4","Работите за семейството си и това ви дава смисъл. Никой не пита. Кажете го веднъж.","You work for your family and it gives you meaning. Nobody asks. Say it once."
"pluto","6","jupiter","5","Работата ви е и радост, и вие го знаете. Другите не вярват. Не се обяснявайте.","Your work is also a gladness and you know it. Others do not believe it. Do not explain."
"pluto","6","jupiter","6","Тук всичко е на място: широчината е в самата работа. Правите повече от искането и не броите. Само оставяйте резерв.","Here everything sits in place: the width is in the work itself. You do more than is asked and keep no count. Just leave a reserve."
"pluto","6","jupiter","7","Един добър партньор ви изважда на светло. Сам работите по-малко. Търсете точно такъв.","One good partner brings you into the open. Alone you do less. Look for exactly that."
"pluto","6","jupiter","8","Работите с чужди пари или с края на неща и ви се доверяват. Тежестта е и възможност. Пазете границата.","You work with other people's money, or with the ending of things, and you are trusted. The weight is also an opportunity. Guard the boundary."
"pluto","6","jupiter","9","Работата ви е навън — друга страна, друг език. Тук е тясно от години. Тръгвайте.","Your work is out there — another country, another language. Here has been narrow for years. Set off."
"pluto","6","jupiter","10","Носите отговорност пред хора и това ви е израснало. Товарът върви с името. Приемете и двете.","You carry responsibility in public and it grew you. The load comes with the name. Accept both."
"pluto","6","jupiter","11","В екипа вие държите духа и всички го знаят. Тежестта не се отчита. Търсете и вие някого.","In the team you hold the spirit and everybody knows it. The weight goes unrecorded. Look for somebody for yourself too."
"pluto","6","jupiter","12","Правите повече, отколкото се вижда, и не го обявявате. Работата е тиха. Кажете една част.","You do more than shows and never announce it. The work is quiet. Say one part of it."
"pluto","6","saturn","1","Работите повече и по-дълго от всеки и не се оплаквате. Точно затова ви товарят. Кажете спирачката.","You work more and longer than anybody and do not complain. That is exactly why more is loaded on. Say the word stop."
"pluto","6","saturn","2","Работата ви носи бавно и сигурно. Бързите пари не са ваши. Дръжте линията.","Your work pays slowly and surely. Fast money is not yours. Hold the line."
"pluto","6","saturn","3","Говорите за задачите точно и малко. Хората ви смятат за строг. Кажете и добрата дума.","You speak of the tasks precisely and sparingly. People take you for severe. Say the good word as well."
"pluto","6","saturn","4","Работите заради задължение към дома си. Няма кой друг. Пресметнете кога свършва.","You work because of an obligation to your home. There is nobody else. Work out when it ends."
"pluto","6","saturn","5","Не си позволявате почивка, докато не е свършено. Никога не е свършено. Спрете на средата веднъж.","You allow yourself no rest until it is done. It is never done. Stop halfway once."
"pluto","6","saturn","6","Тук всичко е на място: редът и трудът са едно. Издържате повече от всички. Само поискайте помощ преди края.","Here everything sits in place: order and labour are one. You last longer than anybody. Just ask for help before the end."
"pluto","6","saturn","7","Работите с човек, който държи на думата си, и това е било единственото условие. Другите ви губят времето. Изберете внимателно.","You work with somebody who keeps their word, and that has been your only condition. The rest waste your time. Choose carefully."
"pluto","6","saturn","8","Работата ви е свързана с тежко — дълг, край, чужда загуба. Носите го точно. Кажете какво ви струва.","Your work involves the heavy things — debt, endings, somebody else's loss. You carry it precisely. Say what it costs you."
"pluto","6","saturn","9","Стигнали сте до занаята сам и без кратък път. Никой не ви е обяснил. Обяснете на един по-млад.","You reached the craft alone and without a shortcut. Nobody explained. Explain it to somebody younger."
"pluto","6","saturn","10","Държат на вас заради надеждността, а не заради блясъка. Работили сте за това дълго. Взимайте, колкото струва.","They value you for reliability rather than shine. You worked a long time for that. Charge what it is worth."
"pluto","6","saturn","11","В екипа вие казвате какво няма да стане. Прави сте и не сте търсен. Кажете и какво може.","In the team you say what will not work. You are right and not sought out. Say what could work as well."
"pluto","6","saturn","12","Работите по график, за който никой не знае, и не пропускате. Тежестта е без свидетел. Дайте си срок.","You work to a schedule nobody knows about and you never miss. The weight has no witness. Give yourself a date."
