"planet","house","ruler","ruler_house","bg","en"
"sun","3","sun","3","Говоренето ви е и самочувствието ви — казаното от вас носи вашето име. Никой не ви редактира: сами решавате какво излиза от устата ви и сами понасяте последствията. Затова, когато сгрешите публично, ви боли повече, отколкото признавате.","Your talking is your self-regard: what you say carries your name. Nobody edits you — you decide alone what leaves your mouth and you carry the consequences alone. Which is why a public mistake hurts more than you let on."
"sun","3","mercury","2","Умът ви работи по сметка: какво носи разговорът, изплаща ли се това учене, струва ли си срещата. Мислите практично и рядко се лъжете в цифри. Само че не всичко се мери, а вие го премервате.","Your mind runs on arithmetic: what the conversation brings, whether the course pays off, whether the meeting is worth it. You think practically and rarely miscount. Not everything is measurable, though, and you measure it anyway."
"sun","3","mercury","3","Тук умът е у себе си — бърз, любопитен, неспирен. Ученето ви идва естествено и точно затова се разпилявате. Никой не ви държи темпото: сами решавате кога да задълбочите.","Here the mind is at home: quick, curious, ceaseless. Learning comes naturally to you and that is exactly why you scatter. Nobody sets your pace; you decide alone when to go deep."
"sun","3","mercury","4","Мислите ви са свързани с дома и с миналото. Спорите наум с хора от семейството и понякога печелите разговори, които така и не са се случили. Затова ученето ви върви най-добре у вас, на спокойствие.","Your thinking is tied to home and to the past. You argue in your head with family and sometimes win conversations that never happened. Which is why you learn best indoors, in peace."
"sun","3","venus","12","Говорите меко и хората ви разказват повече, отколкото са смятали. Пазите чуждото за себе си и точно затова ви се доверяват. Внимавайте само да не премълчавате собственото си мнение до безкрай.","You speak gently and people tell you more than they intended. You keep what they say to yourself, which is exactly why they trust you. Just watch the habit of withholding your own opinion indefinitely."
"sun","3","venus","1","Печелите хората от първата дума. Умеете да кажете точното нещо и то ви отваря врати без усилие. Тук чарът е ваш инструмент — само не го използвайте, за да избягвате неприятното.","You win people from the first word. You know how to say the right thing and it opens doors without effort. Charm is your tool here; just do not use it to dodge the unpleasant."
"sun","3","venus","2","Говорите за неща, които носят: сделка, уговорка, добра цена. Умеете да поискате, без да прозвучи като искане. Тук любезността е част от сметката, а не украса.","You talk about things that pay: a deal, an arrangement, a good price. You know how to ask without it sounding like asking. Politeness is part of the arithmetic here, not decoration."
"sun","3","venus","3","Приказката ви е приятна и хората я търсят. Изглаждате напрежение с една дума и рядко се карате. Само че точно това ви пречи да кажете неудобното, когато трябва.","Your talk is pleasant and people seek it out. You smooth tension with a single word and rarely quarrel. That is exactly what stops you saying the uncomfortable thing when it is needed."
"sun","3","venus","4","Говорите топло за своите и държите връзката с тях. Домът ви е дал езика, с който успокоявате хората. Тук думата се използва за мир, не за победа.","You speak warmly about your own and keep the connection with them. Home gave you the language you calm people with. A word is used for peace here, not for winning."
"sun","3","venus","5","Разказвате, за да е приятно, и се получава. Флиртът, шегата и лекият тон ви идват сами. Опасността е да превърнете всичко в забавление, включително и сериозното.","You tell it to make it pleasant, and it works. Flirtation, a joke, a light tone come to you naturally. The danger is turning everything into entertainment, the serious things included."
"sun","3","venus","6","Говорите учтиво и вършите работа с думи — уговаряте, изглаждате, свързвате. Хората ви търсят, защото с вас се работи леко. Само не поемайте чуждите разговори за своя сметка.","You speak courteously and get work done with words: you arrange, you smooth, you connect. People come to you because working with you is easy. Just do not take on other people's conversations as your own."
